,Team/Year,eFGPct,TOPct,ORPct,FTRate
1435,2022 Western Kentucky,50.5844845908608,19.7901156203098,30.4114490161002,16.4187035069075
1436,2022 Western Michigan,53.4369396294083,15.0300801471029,32.2981366459627,29.7668858338314
1437,2022 Wichita St.,47.2829481574016,20.1148678499961,28.3095723014257,30.3560274828232
1438,2022 William & Mary,53.6043360433604,17.9445257149413,27.6735459662289,27.1544715447154
1439,2022 Winthrop,50.9993943064809,19.2794908237039,27.4626865671642,33.4948516050878
1440,2022 Wisconsin,48.9304812834225,17.0524577929054,24.4206773618538,27.1657754010695
1441,2022 Wofford,53.7620578778135,19.7186885791661,22.2222222222222,28.5530546623794
1442,2022 Wright St.,51.5136953387794,18.6043652643387,30.0167224080268,26.0932244113407
1443,2022 Wyoming,47.128815312985,15.6715743835245,24.5614035087719,24.7801345059493
1444,2022 Xavier,48.3023255813954,18.1170372499368,26.0936300844206,25.8604651162791
1445,2022 Yale,48.8876212207644,18.2012658153044,26.7452402538531,32.0593268682259
1446,2022 Youngstown St.,50.9562841530055,17.1280367161979,28.3707865168539,30.327868852459
1447,2021 Abilene Christian,46.0125097732604,26.4921192990862,27.8511404561825,41.1258795934324
1448,2021 Air Force,57.3720397249809,21.7790955104084,35.5371900826446,32.8495034377387
1449,2021 Akron,48.6228003060444,16.4348499646381,28.8366336633663,27.3144605967865
1450,2021 Alabama,45.7622990745251,20.5026388030673,29.1603053435114,30.6867998051632
1451,2021 Alabama A&M,43.9955106621773,17.9836320848603,29.3718166383701,37.3737373737374
1452,2021 Alabama St.,48.9443378119002,20.5789756584504,29.559748427673,36.9481765834933
1453,2021 Albany,51.3422818791946,20.9022505803066,27.3084479371316,29.3064876957494
1454,2021 Alcorn St.,55.4435483870968,22.1180430340185,30.5410122164049,50.1008064516129
1455,2021 American,50.1712328767123,17.6407289149188,29.9435028248588,38.3561643835616
1456,2021 Appalachian St.,49.9654218533887,19.8481850134389,30.2107728337237,23.6514522821577
1457,2021 Arizona,49.1836734693878,17.9612327429926,24.4249726177437,32.4489795918367
1458,2021 Arizona St.,52.5342465753425,20.6949743701752,30.0584795321637,36.0958904109589
1459,2021 Arkansas,47.8549540347293,20.106452031676,26.4681555004136,29.0091930541369
1460,2021 Arkansas Pine Bluff,54.0794979079498,18.3831925097054,32.2074788902292,38.2845188284519
1461,2021 Arkansas St.,49.561053471668,17.5259937529417,27.9569892473118,27.853152434158
1462,2021 Army,52.4160524160524,19.430128546887,24.6861924686192,24.2424242424242
1463,2021 Auburn,49.5901639344262,18.5033537328641,31.8051575931232,31.615925058548
1464,2021 Austin Peay,54.8112509252406,22.2897523441053,29.6344647519582,32.9385640266469
1465,2021 BYU,46.9485060394151,15.6587582713056,23.406374501992,29.3706293706294
1466,2021 Ball St.,48.9429175475687,17.1944148003314,30.5274971941639,35.6589147286822
1467,2021 Baylor,48.9342265529842,24.4331860155941,30.6081754735793,31.3032886723508
1468,2021 Bellarmine,55.4285714285714,22.7203877612845,28.6184210526316,28.3809523809524
1469,2021 Belmont,49.2558672009159,20.435202979338,27.1535580524345,24.6136233543217
1470,2021 Bethune Cookman,100.0,0.0,100.0,100.0
1471,2021 Binghamton,51.542912246866,16.3796119102002,27.6527331189711,31.3404050144648
1472,2021 Boise St.,49.1840731070496,19.9319781697382,23.510292524377,28.0026109660574
1473,2021 Boston College,55.4635761589404,18.4652091599886,28.6567164179104,29.0562913907285
1474,2021 Boston University,53.5816618911175,15.1838476690742,26.0940032414911,29.7994269340974
1475,2021 Bowling Green,50.9539473684211,18.9765620151564,29.5081967213115,29.8684210526316
1476,2021 Bradley,51.1426592797784,17.8581748829683,26.2061403508772,30.1939058171745
1477,2021 Brown,100.0,0.0,100.0,100.0
1478,2021 Bryant,46.7765042979943,17.3862739119898,30.2616609783845,27.6504297994269
1479,2021 Bucknell,49.6068152031455,15.7379292648505,28.3185840707965,29.2267365661861
1480,2021 Buffalo,46.2938881664499,17.4872488810243,27.0811380400421,28.5435630689207
1481,2021 Butler,53.0469897209985,18.588879974569,25.1621271076524,28.4875183553598
1482,2021 Cal Baptist,51.63139329806,16.1146420654703,28.011611030479,37.2134038800705
1483,2021 Cal Poly,50.5760368663594,18.1446318151794,29.8602287166455,36.4823348694316
1484,2021 Cal St. Bakersfield,50.5833333333333,20.5624528975447,25.7372654155496,42.25
1485,2021 Cal St. Fullerton,54.8527808069793,18.6492972231745,29.0766208251473,27.8080697928026
1486,2021 Cal St. Northridge,54.344262295082,18.6169989330511,28.8824383164006,32.3770491803279
1487,2021 California,52.9510395707579,17.5762178583053,25.1168224299065,34.0040241448692
1488,2021 Campbell,52.0461309523809,21.5231913907234,30.9160305343511,30.5059523809524
1489,2021 Canisius,50.5354752342704,20.2161406527233,26.7734553775744,31.5930388219545
1490,2021 Central Arkansas,53.8565629228687,15.4382139989836,28.5207100591716,28.7550744248985
1491,2021 Central Connecticut,53.8888888888889,20.061575131592,32.8690807799443,30.3968253968254
1492,2021 Central Michigan,54.0220820189274,18.1521085739927,32.2222222222222,27.5236593059937
1493,2021 Charleston,52.0065075921909,17.7151484650226,26.0,33.5140997830803
1494,2021 Charleston Southern,50.7071547420965,17.6300347821469,31.1671087533156,34.4425956738769
1495,2021 Charlotte,50.902934537246,18.4555378505006,24.7058823529412,23.4010534236268
1496,2021 Chattanooga,51.9051042415528,18.8422041137803,25.0927070457355,23.4363767074047
1497,2021 Chicago St.,60.1254480286738,16.2401670863344,37.9310344827586,32.7956989247312
1498,2021 Cincinnati,49.5769230769231,18.6450262100164,26.0705289672544,37.8461538461538
1499,2021 Clemson,48.6561264822134,21.5495535821337,26.9377382465057,28.9328063241107
1500,2021 Cleveland St.,49.0522875816993,20.0030835852712,32.325338894682,37.6470588235294
1501,2021 Coastal Carolina,46.5288035450517,17.9442290859072,26.3810597519729,29.5420974889217
1502,2021 Colgate,45.8169291338583,16.3349083834,25.3499222395023,26.2795275590551
1503,2021 Colorado,47.9083094555874,19.7649384110401,25.6052141527002,29.054441260745
1504,2021 Colorado St.,48.8832163369496,19.9728977390306,26.6936299292214,26.2922782386726
1505,2021 Columbia,100.0,0.0,100.0,100.0
1506,2021 Connecticut,46.7417538213998,19.5648617699984,29.5143212951432,36.7658889782784
1507,2021 Coppin St.,47.9401993355482,20.4454180357795,32.5159914712154,27.0431893687708
1508,2021 Cornell,100.0,0.0,100.0,100.0
1509,2021 Creighton,47.0354685018528,17.9599355284366,28.34179357022,25.5161461090524
1510,2021 Dartmouth,100.0,0.0,100.0,100.0
1511,2021 Davidson,50.0444839857651,16.1359604071342,22.3529411764706,28.6476868327402
1512,2021 Dayton,48.463687150838,17.4759514045913,29.0213723284589,26.3268156424581
1513,2021 DePaul,47.9591836734694,20.1490959563926,31.4685314685315,35.3149955634428
1514,2021 Delaware,48.0867346938776,17.2203029497741,25.9713701431493,32.3979591836735
1515,2021 Delaware St.,54.6577946768061,18.6823992133727,32.300163132137,45.532319391635
1516,2021 Denver,55.7570262919311,18.9445664010509,26.1157024793388,42.973708068903
1517,2021 Detroit,54.1603053435115,18.5105324266047,29.1156462585034,22.4427480916031
1518,2021 Dixie St.,51.9844693701467,19.7244276711646,32.5714285714286,36.4969801553063
1519,2021 Drake,48.2715273412948,18.4461932057385,25.2057613168724,29.9182903834067
1520,2021 Drexel,50.1334519572954,15.9176828401694,24.0909090909091,26.423487544484
1521,2021 Duke,51.3167520117045,19.8838615295048,28.9570552147239,31.8946598390636
1522,2021 Duquesne,47.2799208704253,19.5871261378414,30.0623052959502,35.5093966369931
1523,2021 East Carolina,48.9318413021363,20.5531692826462,27.7324632952692,38.2502543234995
1524,2021 East Tennessee St.,50.3971405877681,19.8461600418831,26.5151515151515,31.6123907863384
1525,2021 Eastern Illinois,51.8738288569644,18.8062461742834,29.5624332977588,31.0430980637102
1526,2021 Eastern Kentucky,50.9931719428926,24.2934455802766,30.2325581395349,32.1539416511484
1527,2021 Eastern Michigan,58.6538461538462,19.0632781689721,31.6221765913758,28.1674208144796
1528,2021 Eastern Washington,47.9772888573456,16.1287868413445,25.6440281030445,27.3953158268275
1529,2021 Elon,49.6284501061571,17.9248246256936,22.6510067114094,39.5966029723992
1530,2021 Evansville,57.3705179282869,18.3284747074949,24.1630276564774,34.3426294820717
1531,2021 FIU,53.8729666924864,21.4840548030758,33.5625859697386,34.7017815646785
1532,2021 Fairfield,49.1430454845089,16.3061049494651,26.5524625267666,30.7185234014502
1533,2021 Fairleigh Dickinson,53.013698630137,19.326164874552,33.2155477031802,33.9041095890411
1534,2021 Florida,47.8052126200274,20.2329902296699,30.7103825136612,35.116598079561
1535,2021 Florida A&M,47.8897502153316,21.4592653378158,31.7871759890859,33.8501291989664
1536,2021 Florida Atlantic,49.6631376323388,18.6310707185459,23.2980332829047,38.0173243503369
1537,2021 Florida Gulf Coast,48.6652977412731,18.8420879662595,29.5681063122924,26.694045174538
1538,2021 Florida St.,46.1433447098976,19.5134403074501,31.6631130063966,35.1535836177474
1539,2021 Fordham,51.4397905759162,19.2299676258493,30.3687635574837,27.7486910994764
1540,2021 Fresno St.,51.3135593220339,18.9345067714786,25.0355618776671,33.5593220338983
1541,2021 Furman,51.4566929133858,20.5393185854998,27.4044795783926,28.6614173228346
1542,2021 Gardner Webb,48.6401673640167,18.2029601343689,28.0701754385965,36.4714086471409
1543,2021 George Mason,50.3297609233306,19.3031818523373,22.8767123287671,28.6067600989283
1544,2021 George Washington,51.0154738878143,16.6972146587984,28.525641025641,24.9516441005803
1545,2021 Georgetown,48.9434431323804,16.2292794172708,26.9192422731805,25.8545680546924
1546,2021 Georgia,52.5193798449612,21.6012591953531,32.2687224669604,31.3953488372093
1547,2021 Georgia Southern,51.0048231511254,22.1389562363774,30.952380952381,31.4308681672026
1548,2021 Georgia St.,48.8095238095238,19.7382609970927,32.5459317585302,34.5648604269294
1549,2021 Georgia Tech,52.4054982817869,22.6483006852634,30.3827751196172,28.8659793814433
1550,2021 Gonzaga,47.6856561546287,19.3116304399051,23.7810094097519,25.6866734486267
1551,2021 Grambling St.,46.7090501121915,20.9848718973068,31.7647058823529,37.9955123410621
1552,2021 Grand Canyon,45.5357142857143,16.1724585178228,23.1770833333333,30.1020408163265
1553,2021 Green Bay,53.5422343324251,16.9417304972685,29.2917166866747,31.8801089918256
1554,2021 Hampton,49.226630800269,17.9349145378475,31.8947368421053,35.4404841963685
1555,2021 Hartford,47.6727272727273,20.0541836639367,29.0246768507638,24.3636363636364
1556,2021 Harvard,100.0,0.0,100.0,100.0
1557,2021 Hawaii,50.0904159132007,16.7870762508863,26.4566929133858,27.6672694394213
1558,2021 High Point,52.4045801526718,20.1025105084798,28.2663316582915,34.1221374045802
1559,2021 Hofstra,51.1207519884309,17.3833916440484,28.9245982694685,25.8134490238612
1560,2021 Holy Cross,52.5695931477516,18.4718537348889,31.549815498155,35.2248394004283
1561,2021 Houston,43.9317319848293,21.1303242369262,27.8584392014519,41.1504424778761
1562,2021 Houston Baptist,54.05672823219,18.6176532252429,31.0623556581986,28.2321899736148
1563,2021 Howard,53.5315985130112,12.6484915819161,31.2101910828025,27.1375464684015
1564,2021 IUPUI,52.7430221366699,18.88216800925,25.2971137521222,35.1299326275265
1565,2021 Idaho,54.2604501607717,17.1361893648942,29.6657381615599,35.7717041800643
1566,2021 Idaho St.,47.9802955665025,18.0612163350116,26.2820512820513,35.5665024630542
1567,2021 Illinois,46.476241324079,16.0316154203541,22.1276595744681,30.0587293112653
1568,2021 Illinois Chicago,48.0495123780945,14.2242912100346,27.6463262764633,33.9084771192798
1569,2021 Illinois St.,51.6353514265832,16.6609438215667,26.3282172373081,26.7223382045929
1570,2021 Incarnate Word,52.1276595744681,18.5197793967454,32.2169059011164,33.7650323774283
1571,2021 Indiana,48.8304093567251,17.6496543609354,27.3972602739726,33.5282651072125
1572,2021 Indiana St.,51.4751552795031,21.7298880438377,27.6843467011643,28.2608695652174
1573,2021 Iona,45.9501557632399,19.6875498166746,26.875,46.1059190031153
1574,2021 Iowa,48.8261738261738,16.1007772593529,29.0996784565916,22.1778221778222
1575,2021 Iowa St.,51.953125,18.4297770853485,33.0097087378641,36.2215909090909
1576,2021 Jackson St.,43.75,22.0628362048803,26.6355140186916,41.1885245901639
1577,2021 Jacksonville,51.4274385408406,20.8369508595242,30.5220883534137,27.7557494052339
1578,2021 Jacksonville St.,48.1070496083551,15.6664045892665,27.9335410176532,25.4569190600522
1579,2021 James Madison,49.6443089430894,20.8784998715643,28.130081300813,33.4349593495935
1580,2021 Kansas,48.0461811722913,19.954682126606,26.7961165048544,26.761397276495
1581,2021 Kansas St.,52.9840848806366,19.7106678604366,27.8781038374718,32.1618037135279
1582,2021 Kennesaw St.,52.1848739495798,17.1026761567058,25.1851851851852,32.6890756302521
1583,2021 Kent St.,49.6265870052278,17.6488925479789,28.6245353159851,27.8566094100075
1584,2021 Kentucky,46.6798159105851,17.9450891593547,30.5229455709712,29.6515450361604
1585,2021 LIU,49.9086757990868,20.874297589205,28.4615384615385,28.4018264840183
1586,2021 LSU,48.5086767895879,17.9247067726069,32.0557491289199,29.7722342733189
1587,2021 La Salle,52.1033210332103,19.500122993895,29.3601003764115,36.0885608856089
1588,2021 Lafayette,50.9249183895539,15.994668443852,28.4671532846715,33.7323177366703
1589,2021 Lamar,52.2796352583587,19.9934031918403,28.8187372708758,27.4772036474164
1590,2021 Lehigh,53.1854379977247,16.8750941690523,23.7154150197628,32.7645051194539
1591,2021 Liberty,47.7578475336323,17.371682920421,22.7817745803357,30.4932735426009
1592,2021 Lipscomb,51.5475313190862,18.4359919382683,28.4119106699752,22.6971260132646
1593,2021 Little Rock,50.7378777231202,20.0612334159498,27.9952550415184,27.8285312719606
1594,2021 Long Beach St.,49.3960310612597,17.7614398413117,31.3475177304965,34.9439171699741
1595,2021 Longwood,51.7857142857143,20.4256236484529,27.3029966703663,33.4905660377358
1596,2021 Louisiana,48.3937115516063,17.2401324828973,27.872582480091,30.2802460697198
1597,2021 Louisiana Monroe,50.3840782122905,21.2871357196439,31.981460023175,34.0083798882682
1598,2021 Louisiana Tech,46.2962962962963,19.1715949257043,24.114088159032,27.3079049198452
1599,2021 Louisville,48.4224364592463,16.6334249049787,26.1643835616438,29.7984224364592
1600,2021 Loyola Chicago,47.1602434077079,21.5124960305931,20.9354120267261,22.7180527383367
1601,2021 Loyola MD,49.3374108053007,19.2630246653152,25.5813953488372,33.4352701325178
1602,2021 Loyola Marymount,50.8467400508044,17.3600968159245,20.6896551724138,34.801016088061
1603,2021 Maine,48.6680327868852,20.7633068118964,30.4918032786885,30.9426229508197
1604,2021 Manhattan,47.8927203065134,22.4101707698109,29.6130952380952,46.8390804597701
1605,2021 Marist,45.7410562180579,17.9749936118282,25.4193548387097,32.1976149914821
1606,2021 Marquette,47.669359850839,15.855787834458,28.3300198807157,30.0186451211933
1607,2021 Marshall,49.9259807549963,19.8462073495885,28.2608695652174,27.4611398963731
1608,2021 Maryland,48.7164527421237,16.8165719672841,26.4650283553875,24.9708284714119
1609,2021 Maryland Eastern Shore,100.0,0.0,100.0,100.0
1610,2021 Massachusetts,50.9090909090909,19.9436278087837,25.5859375,33.4090909090909
1611,2021 McNeese St.,54.7309833024119,17.6581552284086,28.1350482315113,30.7050092764378
1612,2021 Memphis,44.3802183686577,22.0531754094705,23.73046875,35.2601156069364
1613,2021 Mercer,50.1585288522511,16.7766104731656,26.0084925690021,27.14013950539
1614,2021 Merrimack,47.9642502482622,21.8326434542651,31.6455696202532,32.9692154915591
1615,2021 Miami FL,52.5465838509317,17.9279901423136,26.2593783494105,19.7515527950311
1616,2021 Miami OH,51.8273716951788,18.1374142515399,29.0155440414508,27.4494556765163
1617,2021 Michigan,44.4051825677267,14.779555824381,24.6913580246914,24.3227326266196
1618,2021 Michigan St.,48.0615384615385,15.2190315279005,26.3366336633663,36.8615384615385
1619,2021 Middle Tennessee,52.9790660225443,19.7700024467825,25.8941344778255,28.8244766505636
1620,2021 Milwaukee,52.639751552795,18.5883494234169,26.7948717948718,35.0155279503106
1621,2021 Minnesota,49.7096399535424,18.9616796005534,31.3503305004721,34.3205574912892
1622,2021 Mississippi,48.4164420485175,22.3957955063153,27.2823779193206,33.6927223719677
1623,2021 Mississippi St.,47.0633299284985,17.2343910496655,27.5326797385621,24.8212461695608
1624,2021 Mississippi Valley St.,54.9309045226131,14.541339557253,35.7615894039735,32.5376884422111
1625,2021 Missouri,48.5177865612648,17.983857862521,28.8441145281018,36.6930171277997
1626,2021 Missouri St.,47.4517374517375,14.201656859967,22.2222222222222,27.953667953668
1627,2021 Monmouth,48.625,20.894612386814,28.5343709468223,38.4166666666667
1628,2021 Montana,49.6431403647899,18.3021123953766,29.1773778920308,40.4440919904837
1629,2021 Montana St.,49.660441426146,18.8224142454531,26.4833574529667,37.1816638370119
1630,2021 Morehead St.,47.3235294117647,17.6424847349166,25.3128007699711,23.0588235294118
1631,2021 Morgan St.,48.049001814882,22.1290513387032,29.5104895104895,42.9219600725953
1632,2021 Mount St. Mary's,45.4230769230769,16.0290823012216,24.8774509803922,25.0
1633,2021 Murray St.,49.6583143507973,19.4456447928884,25.9803921568627,31.4350797266515
1634,2021 N.C. State,51.2729844413013,21.5579882132138,31.6486161251504,28.5714285714286
1635,2021 NJIT,52.3474178403756,20.9210212359819,29.1873963515755,29.3896713615023
1636,2021 Navy,52.4210526315789,22.4107897766052,24.9560632688928,32.5263157894737
1637,2021 Nebraska,49.7831474597274,18.1330592289496,28.863868986694,28.4386617100372
1638,2021 Nebraska Omaha,53.5,16.8056739948834,26.7201834862385,31.1333333333333
1639,2021 Nevada,48.4454085321764,17.8072027852292,24.2825607064018,41.4316702819957
1640,2021 New Hampshire,49.5278069254984,17.8684863015102,22.0367278797997,39.2444910807975
1641,2021 New Mexico,53.096947935368,19.8043059909833,29.6686746987952,35.7271095152603
1642,2021 New Mexico St.,49.5011086474501,18.5917010957428,26.508226691042,34.0354767184036
1643,2021 New Orleans,51.357938718663,21.1985210979391,31.9587628865979,38.3704735376045
1644,2021 Niagara,49.4845360824742,20.1194592895316,28.4403669724771,32.5210871602624
1645,2021 Nicholls St.,49.2052522460263,20.6921553863744,28.4140969162996,34.3469246717346
1646,2021 Norfolk St.,47.5360121304018,20.4035570803052,29.3224299065421,40.6368460955269
1647,2021 North Alabama,51.3227513227513,18.6577015823843,24.113475177305,35.7142857142857
1648,2021 North Carolina,49.1061130334487,19.0487643557212,26.4044943820225,26.8742791234141
1649,2021 North Carolina A&T,51.9667832167832,23.9388309275404,36.0824742268041,31.2062937062937
1650,2021 North Carolina Central,51.0359116022099,20.838240387946,33.5616438356164,38.2596685082873
1651,2021 North Dakota,53.1928900592495,16.9399470626654,26.6044340723454,30.4147465437788
1652,2021 North Dakota St.,49.935107073329,13.7898569786922,19.6969696969697,26.2816353017521
1653,2021 North Florida,50.2740798747063,16.2182472758413,35.8465608465608,31.7932654659358
1654,2021 North Texas,46.4433701657459,20.8570129574903,27.6688453159041,30.5939226519337
1655,2021 Northeastern,48.3303249097473,17.2309813043853,26.3392857142857,29.3321299638989
1656,2021 Northern Arizona,58.2474226804124,18.4067122221261,27.8846153846154,33.1615120274914
1657,2021 Northern Colorado,49.1627906976744,15.9494805925728,24.4372990353698,34.7906976744186
1658,2021 Northern Illinois,54.6989051094891,17.0580652664838,31.2111801242236,33.7591240875912
1659,2021 Northern Iowa,52.9188779378317,16.8080451991627,21.8586387434555,27.7482941622441
1660,2021 Northern Kentucky,51.7241379310345,18.8679245283019,32.6991676575505,32.512315270936
1661,2021 Northwestern,50.1520912547529,17.9444591049502,25.8706467661692,33.6882129277567
1662,2021 Northwestern St.,53.5321366531558,18.0356745642882,31.7241379310345,35.0897510133179
1663,2021 Notre Dame,50.8408408408408,12.7293095205817,29.7938144329897,19.6996996996997
1664,2021 Oakland,55.4207537429014,18.7372894911226,33.5834896810507,21.2700051626226
1665,2021 Ohio,50.7462686567164,19.2365318696418,26.6506602641056,29.2821606254442
1666,2021 Ohio St.,48.6545853926414,14.712990580385,27.0008795074758,33.4980779791323
1667,2021 Oklahoma,49.0780577750461,18.4587718834294,27.7207392197125,23.7246465888138
1668,2021 Oklahoma St.,47.0824411134904,19.7015660506196,30.1369863013699,31.3169164882227
1669,2021 Old Dominion,50.0,19.4923050147933,25.8575197889182,29.3880837359098
1670,2021 Oral Roberts,50.0609384521633,18.430995668716,33.5040983606557,31.5661182205972
1671,2021 Oregon,50.7638446849141,20.2004302429298,27.6502732240437,26.6709102482495
1672,2021 Oregon St.,48.6277873070326,17.9131213613972,29.9357208448118,38.4791309319611
1673,2021 Pacific,51.6350210970464,18.3705567788613,23.728813559322,33.2278481012658
1674,2021 Penn,100.0,0.0,100.0,100.0
1675,2021 Penn St.,53.0400572246066,19.7304827429351,24.7524752475248,33.5479256080114
1676,2021 Pepperdine,49.9666666666667,18.0680554323574,26.5193370165746,34.0
1677,2021 Pittsburgh,50.0,17.4588422729687,26.1437908496732,33.226581265012
1678,2021 Portland,58.8702559576346,17.9072767281281,30.7692307692308,23.2127096204766
1679,2021 Portland St.,50.7726269315673,22.6507741654457,23.5714285714286,46.6887417218543
1680,2021 Prairie View A&M,47.3083941605839,25.7470954479203,31.4285714285714,46.2591240875912
1681,2021 Presbyterian,52.9328287606433,22.2694098963259,28.391167192429,41.7218543046358
1682,2021 Princeton,100.0,0.0,100.0,100.0
1683,2021 Providence,48.5975212002609,16.7841981545802,29.8603651987111,30.1369863013699
1684,2021 Purdue,48.8283723875871,16.7756194330906,24.2579324462641,30.145661811273
1685,2021 Purdue Fort Wayne,52.5070621468927,17.1175854560797,30.7888040712468,30.4378531073446
1686,2021 Quinnipiac,44.1629955947137,17.1902877976883,27.8099652375435,32.6725403817915
1687,2021 Radford,49.9281092739037,17.9865404773117,24.5017584994138,25.0898634076204
1688,2021 Rhode Island,47.8260869565217,17.5319826076032,26.610348468849,33.5117056856187
1689,2021 Rice,51.7719072164948,17.1671388101983,27.1812080536913,22.0360824742268
1690,2021 Richmond,52.233956133225,21.6403517374391,28.6713286713287,29.3257514216084
1691,2021 Rider,53.3487297921478,17.2557663544045,26.7365661861075,36.027713625866
1692,2021 Robert Morris,54.6218487394958,18.6605766040093,33.5473515248796,34.640522875817
1693,2021 Rutgers,47.3014888337469,18.8924188950283,29.6844181459566,32.4441687344913
1694,2021 SIU Edwardsville,52.6370575988897,19.6302772560787,31.855309218203,33.6571825121443
1695,2021 SMU,47.3360655737705,20.1944652206432,29.2259083728278,35.2459016393443
1696,2021 Sacramento St.,55.578093306288,18.8233351564999,27.9549718574109,32.0486815415821
1697,2021 Sacred Heart,50.6702412868633,15.3014219907871,31.7700453857791,27.6139410187668
1698,2021 Saint Joseph's,53.5602503912363,17.216738126101,30.9264305177112,31.377151799687
1699,2021 Saint Louis,48.3393177737882,19.9110247760443,22.0483641536273,36.7145421903052
1700,2021 Saint Mary's,47.6923076923077,18.3619843606547,21.9419924337957,28.0
1701,2021 Saint Peter's,44.8979591836735,22.5254366876434,27.7654867256637,39.5313681027967
1702,2021 Sam Houston St.,48.5304659498208,22.0126232182115,32.7231121281465,39.4982078853047
1703,2021 Samford,52.7886497064579,18.4315737504961,25.4777070063694,37.866927592955
1704,2021 San Diego,53.2846715328467,18.2431189848587,25.625,33.8199513381995
1705,2021 San Diego St.,47.5444839857651,22.3557974974234,24.3124312431243,32.5266903914591
1706,2021 San Francisco,49.7757847533632,19.7870305793027,24.6575342465753,39.9103139013453
1707,2021 San Jose St.,52.5937749401437,14.4693352919574,35.1239669421488,27.6137270550678
1708,2021 Santa Clara,47.4414570685169,16.8578443947667,24.8579545454545,30.0954032957502
1709,2021 Seattle,50.5293551491819,21.6605159208501,30.1145662847791,40.4234841193455
1710,2021 Seton Hall,49.4289340101523,19.1828432098932,29.7782470960929,27.2842639593909
1711,2021 Siena,45.9652706843718,17.7846940476852,27.0627062706271,24.7191011235955
1712,2021 South Alabama,49.6572995202193,19.3519522570958,33.0043859649123,24.6058944482522
1713,2021 South Carolina,53.1505728314239,22.0145181951891,31.2857142857143,39.0343698854337
1714,2021 South Carolina St.,55.5717054263566,22.6257358157728,33.4488734835355,35.6589147286822
1715,2021 South Dakota,49.5380241648898,15.4498659278462,24.449594438007,35.3233830845771
1716,2021 South Dakota St.,51.2415349887133,15.3147594412011,21.0732984293194,26.3355906696764
1717,2021 South Florida,51.665243381725,17.7575810539194,26.5162200282087,33.4756618274979
1718,2021 Southeast Missouri St.,51.9282814614344,19.6819996074069,23.646408839779,38.9039242219215
1719,2021 Southeastern Louisiana,55.2341597796143,22.1407100387992,30.03663003663,38.0165289256198
1720,2021 Southern,47.2886029411765,20.7191171235315,26.5578635014837,40.8088235294118
1721,2021 Southern Illinois,53.0663780663781,19.0324658105088,25.5610972568579,23.8816738816739
1722,2021 Southern Miss,50.3108003108003,18.6406289627187,23.3830845771144,29.5260295260295
1723,2021 Southern Utah,51.6517857142857,17.0120317778862,23.9097744360902,31.1607142857143
1724,2021 St. Bonaventure,45.5403087478559,19.1860518132825,29.0620871862616,28.6449399656947
1725,2021 St. Francis NY,52.7111111111111,19.8992599962689,30.2806499261448,39.1111111111111
1726,2021 St. Francis PA,51.42089093702,18.567019364821,28.7192755498059,29.4162826420891
1727,2021 St. John's,52.5703794369645,21.9041569797917,30.3125,31.8237454100367
1728,2021 Stanford,48.2597886886265,20.2515788924265,28.6885245901639,27.0354257302672
1729,2021 Stephen F. Austin,50.8854166666667,24.5391759942844,27.4442538593482,42.1875
1730,2021 Stetson,52.368804664723,17.3971227835396,26.774595267746,30.3935860058309
1731,2021 Stony Brook,48.3240223463687,18.8268165715901,27.0780856423174,29.608938547486
1732,2021 Syracuse,48.0278422273782,20.1686292921043,34.0225563909774,24.0719257540603
1733,2021 TCU,50.7555847568988,17.0477876106195,29.2442497261774,29.3692509855453
1734,2021 Tarleton St.,52.1476510067114,23.3539744723872,31.6561844863732,45.503355704698
1735,2021 Temple,47.2987288135593,16.0140924013132,28.1198003327787,31.6737288135593
1736,2021 Tennessee,46.313672922252,22.8465201489873,28.7526427061311,30.5630026809651
1737,2021 Tennessee Martin,57.3333333333333,20.6289308176101,32.9183955739972,36.4705882352941
1738,2021 Tennessee St.,50.9380097879282,22.0843247950979,30.5989583333333,44.4535073409462
1739,2021 Tennessee Tech,54.8297213622291,18.1270072705062,27.7777777777778,26.687306501548
1740,2021 Texas,46.0417986067131,17.7790635746175,27.4586173320351,35.9088030398987
1741,2021 Texas A&M,53.1282586027112,22.9440685800731,30.2245250431779,29.614181438999
1742,2021 Texas A&M Corpus Chris,51.7100977198697,19.3478498190338,29.3222683264177,31.1889250814332
1743,2021 Texas Southern,46.7362045760431,19.344262295082,26.4583333333333,34.2530282637954
1744,2021 Texas St.,49.6545768566494,22.7488789614935,26.4705882352941,33.3333333333333
1745,2021 Texas Tech,47.6842791911285,23.7425086641009,30.0207039337474,35.5512067840835
1746,2021 The Citadel,52.7979651162791,13.9391759581185,25.6844850065189,25.8720930232558
1747,2021 Toledo,48.5564304461942,17.5770607638991,30.7560137457045,23.6745406824147
1748,2021 Towson,52.6241799437676,15.9778767859886,30.2694136291601,29.3345829428304
1749,2021 Troy,51.3067400275103,17.9829333944219,26.3513513513514,30.4676753782669
1750,2021 Tulane,49.687743950039,22.0705584204153,30.5693069306931,29.9765807962529
1751,2021 Tulsa,48.4887737478411,21.7059762369214,32.1333333333333,35.0604490500864
1752,2021 UAB,47.004132231405,22.7859513954346,25.4089422028353,27.1349862258953
1753,2021 UC Davis,52.9768467475193,23.4088049027532,27.5797373358349,40.5733186328556
1754,2021 UC Irvine,45.5994455994456,18.1993938380806,24.7288503253796,28.1358281358281
1755,2021 UC Riverside,45.7869634340223,16.4228203165095,23.6842105263158,28.5373608903021
