,Team/Year,FT,2PT,3PT,FTagainst,2PTagainst,3Ptagainst
339,2016 Alabama A&M,21.9266,51.7296,26.3438,20.4301,54.9923,24.5776
340,2016 Indiana St.,24.4391,46.778,28.7828,24.3756,49.9537,25.6707
341,2016 Memphis,24.7023,51.5559,23.7418,22.4686,52.0502,25.4812
342,2016 Fairfield,18.9929,46.1538,34.8533,19.2141,51.0806,29.7053
343,2016 Troy,20.7845,48.8029,30.4126,19.447,49.8618,30.6912
344,2016 Weber St.,22.0482,45.9585,31.9932,16.5983,57.8203,25.5814
345,2016 Akron,16.4988,37.2579,46.2432,19.1408,55.2105,25.6487
346,2016 Georgia,24.2815,48.2299,27.4885,24.0608,43.1406,32.7986
347,2016 Northwestern,15.2778,48.5243,36.1979,21.4117,46.3288,32.2596
348,2016 San Francisco,20.9062,49.0803,30.0135,19.8344,44.9869,35.1787
349,2016 Xavier,22.8718,49.1779,27.9503,19.6906,48.5786,31.7308
350,2016 Indiana,17.4334,46.7658,35.8008,17.123,56.1504,26.7266
351,2025 Abilene Christian,22.2562531904033,59.5201633486473,18.2235834609495,25.6559766763848,51.3119533527697,23.0320699708455
352,2025 Air Force,18.3148335015136,42.4823410696266,39.2028254288597,18.4980907933814,52.1001272804412,29.4017819261773
353,2025 Akron,15.5523255813953,46.5116279069767,37.9360465116279,19.2704203013481,50.9912767644726,29.7383029341792
354,2025 Alabama,20.2077431539188,46.081208687441,33.7110481586402,19.7247706422018,53.4932956951306,26.7819336626676
355,2025 Alabama A&M,22.1890547263682,44.6766169154229,33.134328358209,23.1765213638325,45.7488131204143,31.0746655157531
356,2025 Alabama St.,17.6540755467197,45.7256461232604,36.6202783300199,21.0381439244986,47.3456547384978,31.6162013370035
357,2025 Albany,17.7992108724244,53.6606751424814,28.5401139850943,19.0681622088007,53.4943917169974,27.4374460742019
358,2025 Alcorn St.,19.1604938271605,56.0987654320988,24.7407407407407,17.6391982182628,46.4142538975501,35.9465478841871
359,2025 American,17.397137745975,44.6332737030411,37.9695885509839,18.4350132625995,53.315649867374,28.2493368700265
360,2025 Appalachian St.,18.8056574122577,46.9355683603981,34.2587742273442,15.2162306460224,51.7885744794447,32.9951948745328
361,2025 Arizona,20.7164582629267,53.5315985130112,25.7519432240622,17.7326694752968,46.8785905783225,35.3887399463807
362,2025 Arizona St.,20.1606086221471,44.2096365173288,35.6297548605241,18.9211279117286,49.2031058438905,31.8757662443809
363,2025 Arkansas,20.0223713646532,52.7964205816555,27.1812080536913,18.543845534996,49.9597747385358,31.4963797264682
364,2025 Arkansas Pine Bluff,16.1641127039051,54.4735541275334,29.3623331685615,20.0080515297907,45.8132045088567,34.1787439613527
365,2025 Arkansas St.,19.5281306715064,45.5172413793103,34.9546279491833,22.0421393841167,50.9724473257699,26.9854132901135
366,2025 Army,15.1978417266187,51.3489208633094,33.4532374100719,15.212810788032,50.1474926253687,34.6396965865992
367,2025 Auburn,18.3151432469304,48.8403819918145,32.8444747612551,23.3333333333333,50.6172839506173,26.0493827160494
368,2025 Austin Peay,17.4793008279669,47.7460901563937,34.7746090156394,19.6512122501063,49.8511271799234,30.4976605699702
369,2025 BYU,15.9338726697151,44.8118185015828,39.2543088287021,17.046818727491,44.1776710684274,38.7755102040816
370,2025 Ball St.,23.3301064859632,47.918683446273,28.7512100677638,17.702895111533,52.3967726625534,29.9003322259136
371,2025 Baylor,18.2244818146265,48.8071959327337,32.9683222526398,18.5774058577406,46.5271966527197,34.8953974895397
372,2025 Bellarmine,15.8969372873116,47.9338842975207,36.1691784151677,18.6174724342663,42.5784563189143,38.8040712468193
373,2025 Belmont,14.4950495049505,45.7029702970297,39.8019801980198,15.3721024806832,48.6376575843839,35.9902399349329
374,2025 Bethune Cookman,20.4415011037528,52.80353200883,26.7549668874172,19.4036119277614,51.994960100798,28.6014279714406
375,2025 Binghamton,18.6023127199598,51.0809451985923,30.316742081448,18.8563327032136,49.8109640831758,31.3327032136106
376,2025 Boise St.,22.6677577741408,47.3813420621931,29.9509001636661,17.8358551123338,51.3525905547914,30.8115543328748
377,2025 Boston College,18.7901008249313,52.8872593950504,28.3226397800183,20.3916560238399,50.4895700297999,29.1187739463602
378,2025 Boston University,17.002457002457,48.6486486486486,34.3488943488943,18.5727788279773,47.5425330812854,33.8846880907372
379,2025 Bowling Green,20.5282669138091,47.6367006487488,31.8350324374421,18.2220256523662,49.0048651039363,32.7731092436975
380,2025 Bradley,17.8046020369672,45.4168238400604,36.7785741229725,21.5080346106304,44.4993819530284,33.9925834363412
381,2025 Brown,14.7408207343413,51.7278617710583,33.5313174946004,17.3773987206823,51.5991471215352,31.0234541577825
382,2025 Bryant,17.4193548387097,54.573055028463,28.0075901328273,18.4061488673139,51.6181229773463,29.9757281553398
383,2025 Bucknell,18.4609087187884,48.6287351616864,32.9103561195252,19.4283347141674,46.6445733222867,33.927091963546
384,2025 Buffalo,18.9798921039725,47.7685139774399,33.2515939185875,17.2093023255814,52.8541226215645,29.9365750528541
385,2025 Butler,20.6811653672548,45.7119409109561,33.6068937217891,13.5057471264368,56.3218390804598,30.1724137931034
386,2025 CSUN,20.0405679513185,55.2535496957404,24.7058823529412,25.6076388888889,34.0277777777778,40.3645833333333
387,2025 Cal Baptist,18.9035087719298,53.0701754385965,28.0263157894737,18.5631414547077,56.1356537260152,25.3012048192771
388,2025 Cal Poly,15.7534246575342,41.7447728911319,42.5018024513338,18.7654320987654,49.8059964726631,31.4285714285714
389,2025 Cal St. Bakersfield,21.6606498194946,52.6173285198556,25.7220216606498,24.4635193133047,44.6351931330472,30.9012875536481
390,2025 Cal St. Fullerton,24.6524064171123,51.7647058823529,23.5828877005348,19.1101694915254,45.1694915254237,35.7203389830508
391,2025 California,23.2558139534884,48.1154771451484,28.6287089013633,18.6266771902131,52.9597474348856,28.4135753749013
392,2025 Campbell,18.4808901790034,48.8630865989357,32.656023222061,16.6826923076923,56.0576923076923,27.2596153846154
393,2025 Canisius,14.7410358565737,47.3107569721116,37.9482071713147,17.3574066475174,50.3898235535494,32.2527697989331
394,2025 Central Arkansas,17.946302402261,45.3132359868111,36.7404616109279,12.6016260162602,40.8130081300813,46.5853658536585
395,2025 Central Connecticut,15.6085918854415,56.6109785202864,27.7804295942721,11.9387216059165,52.4035921817221,35.6576862123613
396,2025 Central Michigan,20.8460754332314,54.230377166157,24.9235474006116,17.1812749003984,45.9163346613546,36.902390438247
397,2025 Charleston,19.0224032586558,47.9837067209776,32.9938900203666,15.8495350803043,52.0710059171598,32.0794590025359
398,2025 Charleston Southern,23.0038022813688,46.4828897338403,30.5133079847909,17.8510998307953,60.3214890016921,21.8274111675127
399,2025 Charlotte,24.9443207126949,45.5233853006682,29.532293986637,19.0496040016674,55.1896623593164,25.7607336390163
400,2025 Chattanooga,17.9672630376856,46.0601446516939,35.9725923106205,18.5609157808667,46.852003270646,34.5870809484873
401,2025 Chicago St.,17.5412293853073,47.6761619190405,34.7826086956522,19.539316918189,49.4837172359015,30.9769658459095
402,2025 Cincinnati,13.3161512027491,55.4982817869416,31.1855670103093,15.8598432457354,54.6795758414016,29.4605809128631
403,2025 Clemson,16.9373549883991,49.6519721577726,33.4106728538283,16.3685152057245,52.5044722719141,31.1270125223614
404,2025 Cleveland St.,18.1109582760202,55.7542411737735,26.1348005502063,21.3231794383627,46.5492622560685,32.1275583055688
405,2025 Coastal Carolina,19.4542698332491,47.1955533097524,33.3501768569985,21.7551963048499,49.6997690531178,28.5450346420323
406,2025 Colgate,13.2224168126095,50.5253940455341,36.2521891418564,14.402407566638,49.6130696474635,35.9845227858985
407,2025 Colorado,21.3294068153134,50.6520824568784,28.0185107278082,19.8353909465021,47.8189300411523,32.3456790123457
408,2025 Colorado St.,18.0642777983007,47.5064647210935,34.3553749538234,18.9847296739579,49.4428394552208,31.5724308708213
409,2025 Columbia,16.9174883238194,51.790347690711,31.2921639854696,14.1509433962264,48.4607745779543,37.3882820258193
410,2025 Connecticut,18.1379821958457,48.5905044510386,33.2715133531157,23.7295254094918,47.795044099118,28.4754304913902
411,2025 Coppin St.,21.9224283305228,53.2883642495784,24.7892074198988,19.372197309417,49.9551569506726,30.6726457399103
412,2025 Cornell,15.6819191470458,45.1354953354065,39.1825855175478,17.3647058823529,50.4470588235294,32.1882352941176
413,2025 Creighton,15.6422524843577,46.3746779536253,37.9830695620169,11.5430384767949,56.0888536295121,32.368107893693
414,2025 Dartmouth,18.4551581130119,43.1311560393987,38.4136858475894,14.1810570381999,55.9916274201988,29.8273155416013
415,2025 Davidson,17.2668112798265,48.763557483731,33.9696312364425,15.8285964145168,50.19676432007,33.9746392654132
416,2025 Dayton,20.9405144694534,45.9003215434084,33.1591639871383,18.6995325116872,48.0237994050149,33.2766680832979
417,2025 DePaul,15.5287260616153,45.8784346378018,38.5928393005828,16.49652919559,53.7362188648428,29.7672519395672
418,2025 Delaware,17.4712643678161,48.735632183908,33.7931034482759,18.864400448263,53.1191632424356,28.0164363093015
419,2025 Delaware St.,21.2244897959184,61.0204081632653,17.7551020408163,21.6348507097406,48.2623592755751,30.1027900146843
420,2025 Denver,18.8818048062776,51.397743992153,29.7204512015694,25.1220594762539,48.1136262760763,26.7643142476698
421,2025 Detroit Mercy,18.8807785888078,55.8637469586375,25.2554744525547,21.8434343434343,42.4242424242424,35.7323232323232
422,2025 Drake,21.7160548429898,50.1547987616099,28.1291463954003,20.7452165156093,51.460221550856,27.7945619335347
423,2025 Drexel,13.9200718455321,53.8841490794791,32.1957790749888,16.913123844732,53.9741219963031,29.1127541589649
424,2025 Duke,17.8356713426854,45.0901803607214,37.0741482965932,16.7117117117117,50.4504504504505,32.8378378378378
425,2025 Duquesne,16.2340726757905,46.8145351580934,36.9513921661161,22.1327014218009,47.8672985781991,30.0
426,2025 East Carolina,20.958605664488,52.1132897603486,26.9281045751634,18.3326058489742,49.5853339153208,32.0820602357049
427,2025 East Tennessee St.,18.0251513740102,46.4834653004192,35.4913833255706,18.6356895699456,47.256549678695,34.1077607513594
428,2025 East Texas A&M,15.4887218045113,45.4135338345865,39.0977443609023,19.0004308487721,51.7880224041362,29.2115467470918
429,2025 Eastern Illinois,20.5733558178752,53.9629005059022,25.4637436762226,21.6573462125064,42.8063040162684,35.5363497712252
430,2025 Eastern Kentucky,16.8191721132898,46.1873638344227,36.9934640522876,17.6987263943786,51.207729468599,31.0935441370224
431,2025 Eastern Michigan,18.9700704225352,50.0,31.0299295774648,21.0790464240903,46.6750313676286,32.2459222082811
432,2025 Eastern Washington,19.0704360325827,52.0364159080019,28.8931480594154,21.1446046308432,48.0559196155526,30.7994757536042
433,2025 Elon,22.6083032490975,45.5776173285199,31.8140794223827,15.703231679563,46.0628129267183,38.2339553937187
434,2025 Evansville,18.3440753594447,51.165096678235,30.4908279623203,20.2800361336947,43.2700993676603,36.449864498645
435,2025 FIU,21.5676959619952,56.3420427553444,22.0902612826603,20.9549071618037,48.8063660477454,30.2387267904509
436,2025 Fairfield,16.7311411992263,50.7736943907157,32.495164410058,18.2017543859649,51.4035087719298,30.3947368421053
437,2025 Fairleigh Dickinson,18.9687795648061,47.9659413434248,33.0652790917692,18.6015239802779,55.311519497983,26.0869565217391
438,2025 Florida,18.1404421326398,47.1391417425228,34.7204161248374,20.4963971176942,50.9207365892714,28.5828662930344
439,2025 Florida A&M,20.5513784461153,42.6065162907268,36.8421052631579,21.2409420289855,50.0905797101449,28.6684782608696
440,2025 Florida Atlantic,17.9208688906129,49.4957331264546,32.5833979829325,19.7619047619048,48.3333333333333,31.9047619047619
441,2025 Florida Gulf Coast,12.987012987013,53.7662337662338,33.2467532467532,17.128801431127,44.9016100178891,37.9695885509839
442,2025 Florida St.,21.779269827948,53.545950482585,24.6747796894671,21.9922380336352,45.5368693402329,32.470892626132
443,2025 Fordham,19.6086771586559,47.4691620586984,32.9221607826457,20.9394904458599,53.7420382165605,25.3184713375796
444,2025 Fresno St.,21.4412024756852,50.3094606542882,28.2493368700265,13.5553834237026,51.1231603408211,35.3214562354764
445,2025 Furman,18.2813816343724,39.5113732097725,42.2072451558551,17.7220756376429,50.4837291116974,31.7941952506596
446,2025 Gardner Webb,19.4578049846961,55.094009619589,25.4481853957149,20.148637489678,51.6102394715112,28.2411230388109
447,2025 George Mason,22.7678571428571,48.3766233766234,28.8555194805195,19.6787148594378,42.570281124498,37.7510040160643
448,2025 George Washington,22.0360824742268,47.5945017182131,30.2835051546392,16.7279411764706,51.5625,31.7095588235294
449,2025 Georgetown,15.2638464893153,54.7754034016572,29.9607501090275,18.346957311535,48.4105358764759,33.2425068119891
450,2025 Georgia,21.6411906677393,50.8447304907482,27.5140788415125,18.9423493714781,48.5478977026441,32.5097529258778
451,2025 Georgia Southern,14.5569620253165,46.8354430379747,38.6075949367089,23.5221674876847,46.7980295566502,29.679802955665
452,2025 Georgia St.,18.7104930467762,53.6030341340076,27.6864728192162,15.6535558204211,50.1390544298768,34.207389749702
453,2025 Georgia Tech,17.3440643863179,51.5090543259557,31.1468812877264,17.118575475516,46.7017401861594,36.1796843383246
454,2025 Gonzaga,18.0224867724868,55.8862433862434,26.0912698412698,18.348998774009,50.2656313853698,31.3853698406212
455,2025 Grambling St.,21.2819228843265,50.7761642463696,27.941912869304,19.1806331471136,49.5344506517691,31.2849162011173
456,2025 Grand Canyon,23.9750097618118,52.2452167122218,23.7797735259664,19.8268398268398,52.1212121212121,28.0519480519481
457,2025 Green Bay,22.1965851407476,42.9164743885556,34.8869404706968,18.1745396317054,48.9191353082466,32.906325060048
458,2025 Hampton,18.3996166746526,50.9822712026833,30.6181121226641,22.9392369288742,50.2119642016015,26.8487988695243
459,2025 Harvard,15.7568936409679,52.335396736072,31.90770962296,15.1595744680851,55.0,29.8404255319149
460,2025 Hawaii,22.6865671641791,50.7462686567164,26.5671641791045,20.2015355086372,52.3032629558541,27.4952015355086
461,2025 High Point,20.0896191187453,49.2158327109783,30.6945481702763,20.6260720411664,50.9433962264151,28.4305317324185
462,2025 Hofstra,15.5077538769385,48.024012006003,36.4682341170585,22.4299065420561,42.8922774225283,34.6778160354156
463,2025 Holy Cross,13.0286825473991,46.8643655809431,40.1069518716578,14.0144665461121,54.5207956600362,31.4647377938517
464,2025 Houston,16.6293810589113,50.7084265473527,32.662192393736,21.1501901140684,44.2015209125475,34.648288973384
465,2025 Houston Christian,17.6197836166924,46.3678516228748,36.0123647604328,16.4043872198379,59.1320934668574,24.4635193133047
466,2025 Howard,20.226843100189,48.2986767485822,31.4744801512287,23.1858407079646,51.858407079646,24.9557522123894
467,2025 IU Indy,20.2000952834683,38.4945212005717,41.30538351596,18.7012987012987,48.8311688311688,32.4675324675325
468,2025 Idaho,19.8210290827741,41.5212527964206,38.6577181208054,18.6105263157895,49.9368421052632,31.4526315789474
469,2025 Idaho St.,21.0877373011801,50.5900461775269,28.322216521293,17.3600410888546,50.4365690806369,32.2033898305085
470,2025 Illinois,19.9863341305091,46.1906388793987,33.8230269900922,16.76212294769,56.2046582665139,27.0332187857961
471,2025 Illinois Chicago,19.8697068403909,48.5807352256864,31.5495579339228,17.9029304029304,53.1135531135531,28.9835164835165
472,2025 Illinois St.,16.9305724725944,44.5797807551766,38.489646772229,17.9765886287625,46.6555183946488,35.3678929765886
473,2025 Incarnate Word,15.5737704918033,53.0054644808743,31.4207650273224,19.3372673626872,54.380390376759,26.2823422605538
474,2025 Indiana,18.5851820845542,55.9229803264964,25.4918375889494,17.7440347071584,50.7592190889371,31.4967462039046
475,2025 Indiana St.,19.8395947657239,41.5365132967497,38.6238919375264,20.3355155482815,49.5908346972177,30.0736497545008
476,2025 Iona,16.7159138877163,54.2845082313212,28.9995778809624,20.3672787979967,46.0767946577629,33.5559265442404
477,2025 Iowa,13.8868479059515,50.6245407788391,35.4886113152094,15.4752851711027,53.384030418251,31.1406844106464
478,2025 Iowa St.,20.6258890469417,50.7823613086771,28.5917496443812,18.185618729097,47.3244147157191,34.4899665551839
479,2025 Jackson St.,22.2817133443163,50.9060955518946,26.8121911037891,17.5936883629191,47.7317554240631,34.6745562130178
480,2025 Jacksonville,16.086760054225,52.5982828739268,31.3149570718482,19.2549371633752,49.3716337522442,31.3734290843806
481,2025 Jacksonville St.,19.1798376762067,50.3203759077317,30.4997864160615,16.3533012680367,45.7367730651508,37.9099256668124
482,2025 James Madison,18.6721991701245,43.9834024896266,37.344398340249,19.0654205607477,51.214953271028,29.7196261682243
483,2025 Kansas,14.1476613838423,56.5133359103208,29.3390027058369,18.1818181818182,48.7103594080338,33.107822410148
484,2025 Kansas City,19.7046843177189,44.0936863543788,36.2016293279022,20.0490196078431,49.5098039215686,30.4411764705882
485,2025 Kansas St.,15.875053487377,51.5190415062045,32.6059050064185,17.67522855899,53.9834566826295,28.3413147583805
486,2025 Kennesaw St.,22.3529411764706,44.7963800904977,32.8506787330317,23.4684684684685,46.9369369369369,29.5945945945946
487,2025 Kent St.,18.5601331668747,52.3512276321265,29.0886392009988,22.8039041703638,45.7852706299911,31.4108251996451
488,2025 Kentucky,18.8235294117647,47.3949579831933,33.781512605042,17.8756476683938,49.1487786824574,32.9755736491488
489,2025 LIU,17.4384236453202,56.256157635468,26.3054187192118,25.4245511887433,45.6089277049976,28.9665211062591
490,2025 LSU,18.4934405416843,49.7672450275074,31.7393144308083,17.7070063694268,52.7388535031847,29.5541401273885
491,2025 La Salle,19.7971781305115,51.7636684303351,28.4391534391534,16.5494414563508,50.5585436491518,32.8920148944973
492,2025 Lafayette,17.3732718894009,48.7557603686636,33.8709677419355,16.4199192462988,49.7981157469717,33.7819650067295
493,2025 Lamar,17.6470588235294,51.8042511122096,30.548690064261,19.761075161772,49.1786958685913,31.0602289696366
494,2025 Le Moyne,20.6209453197405,48.1000926784059,31.2789620018536,19.8198198198198,46.5192465192465,33.6609336609337
495,2025 Lehigh,17.2646905876235,49.8179927197088,32.9173166926677,19.8714780029659,52.990608007909,27.1379139891251
496,2025 Liberty,14.594823928723,44.0390326686466,41.3661434026305,17.1455938697318,56.4176245210728,26.4367816091954
497,2025 Lindenwood,21.5714982918497,54.2703757930698,24.1581259150805,19.4519317160827,49.685534591195,30.8625336927224
498,2025 Lipscomb,18.2211727666273,43.5261707988981,38.2526564344746,13.0666666666667,56.2666666666667,30.6666666666667
499,2025 Little Rock,17.1455487517664,55.016486104569,27.8379651436646,22.4976167778837,42.8979980934223,34.604385128694
500,2025 Long Beach St.,21.4068825910931,47.165991902834,31.4271255060729,19.5680916703394,48.0387836051124,32.3931247245483
501,2025 Longwood,24.2792792792793,50.990990990991,24.7297297297297,19.0217391304348,50.5434782608696,30.4347826086957
502,2025 Louisiana,19.1622532498796,49.2055849783341,31.6321617717862,23.7526652452026,50.4051172707889,25.8422174840085
503,2025 Louisiana Monroe,19.7076612903226,50.8064516129032,29.4858870967742,14.2547660311958,48.9601386481802,36.7850953206239
504,2025 Louisiana Tech,20.0096432015429,47.7338476374156,32.2565091610415,18.8960716061661,50.5221282943809,30.581800099453
505,2025 Louisville,19.1117582817619,45.06734619585,35.8208955223881,16.2828947368421,49.4243421052632,34.2927631578947
506,2025 Loyola Chicago,16.916228247673,48.7252124645892,34.3585592877378,20.186598812553,46.7345207803223,33.0788804071247
507,2025 Loyola MD,16.7313288069835,50.8244422890398,32.4442289039767,17.5219602404068,53.0744336569579,29.4036061026352
508,2025 Loyola Marymount,17.2477064220184,49.7247706422018,33.0275229357798,18.3974932855864,52.1933751119069,29.4091316025067
509,2025 Maine,16.5760869565217,54.8913043478261,28.5326086956522,17.1627906976744,53.1162790697674,29.7209302325581
510,2025 Manhattan,19.3236714975845,46.8159859464207,33.8603425559947,15.6028368794326,50.531914893617,33.7765957446809
511,2025 Marist,13.6937847397676,55.6846892369884,30.6215260232441,20.3722854188211,49.2244053774561,30.4033092037229
512,2025 Marquette,15.2132155205532,47.7910103726469,36.9957741067998,18.2712879760377,50.9199828840394,30.808729139923
513,2025 Marshall,19.3868739205527,49.6545768566494,30.9585492227979,22.7070347284061,52.4487978628673,24.8441674087266
514,2025 Maryland,18.5393258426966,51.3342696629214,30.126404494382,16.9026169026169,54.1398541398541,28.957528957529
515,2025 Maryland Eastern Shore,20.6553540081919,48.8004681100059,30.5441778818022,20.7362534948742,52.2833178005592,26.9804287045666
516,2025 Massachusetts,20.2047174009791,55.896751223854,23.8985313751669,20.9629314017895,47.4648487430763,31.5722198551342
517,2025 McNeese,18.7753446877534,51.6626115166261,29.5620437956204,19.3427230046948,42.0657276995305,38.5915492957746
518,2025 Memphis,20.5008944543828,51.5921288014311,27.906976744186,19.898753894081,47.2741433021807,32.8271028037383
519,2025 Mercer,16.5864332603939,50.8533916849015,32.5601750547046,18.8023450586265,42.8810720268007,38.3165829145729
520,2025 Mercyhurst,20.4125950054289,47.6655808903366,31.9218241042345,19.8606271777003,49.079143852663,31.0602289696366
521,2025 Merrimack,15.1892890120037,48.3841181902124,36.4265927977839,18.6320754716981,52.0754716981132,29.2924528301887
522,2025 Miami FL,16.2598081952921,54.5771578029643,29.1630340017437,15.72,49.36,34.92
523,2025 Miami OH,15.5207076799357,45.9991958182549,38.4800965018094,18.8486140724947,49.2963752665245,31.8550106609808
524,2025 Michigan,19.290780141844,49.2198581560284,31.4893617021277,18.394388152767,49.5713172252533,32.0342946219797
525,2025 Michigan St.,22.360248447205,54.5122396784801,23.1275118743149,19.8805460750853,50.6825938566553,29.4368600682594
526,2025 Middle Tennessee,17.7325581395349,51.9933554817276,30.2740863787375,18.9830508474576,53.0508474576271,27.9661016949153
