seed,Team/Year,AdjTempo,AdjOE,AdjDE,AdjEM,OppeFGPct,OppTOPct,OppORPct,OppFTRate,eFGPct,TOPct,ORPct,FTRate
16.0,2014 Cal Poly,58.8564,103.247,103.846,-0.599368,49.2817,17.9735,33.0972,42.9107,46.0534,14.729,30.9821,33.256
5.0,2014 Cincinnati,61.2764,109.197,90.1186,19.0788,44.7564,22.4305,32.2438,35.9885,47.7021,17.4356,39.0932,38.7216
16.0,2014 Coastal Carolina,65.898,97.0064,102.979,-5.97261,47.5344,18.3472,29.3345,39.6216,47.9989,20.1726,34.1895,38.5569
8.0,2014 Colorado,65.097,107.9,95.4275,12.4727,49.4209,17.8082,26.0834,30.3625,48.3431,19.6649,34.0119,48.1561
7.0,2014 Connecticut,63.4064,111.355,92.2385,19.1162,44.556,19.6463,32.7781,35.743,51.5495,17.3328,30.4006,38.3441
3.0,2014 Creighton,63.9037,125.701,100.913,24.7882,48.4375,14.7895,27.8491,32.9637,58.9304,14.9645,27.6938,33.9045
11.0,2014 Dayton,63.8792,113.694,100.71,12.9838,48.8114,18.8435,28.7459,43.0491,52.3538,18.1456,33.9623,40.5847
13.0,2014 Delaware,70.5569,111.299,105.513,5.78601,49.4326,16.7811,32.7982,37.9669,50.3795,13.4088,29.1446,43.8805
3.0,2014 Duke,64.8311,124.75,99.4399,25.3098,49.3011,18.5186,31.3158,40.7527,53.8119,14.5535,35.216,38.7624
15.0,2014 Eastern Kentucky,64.6059,111.315,108.295,3.01993,55.6678,24.157,34.0355,54.9186,56.716,15.8414,22.973,43.1953
1.0,2014 Florida,61.5519,116.216,88.4056,27.8106,45.3616,21.4041,28.4074,31.222,52.1644,17.531,35.4331,42.3152
9.0,2014 George Washington,65.8095,110.212,95.9821,14.2297,47.2296,19.6376,31.445,33.3509,51.4625,19.0156,35.0222,46.6335
8.0,2014 Gonzaga,64.5603,113.594,92.9558,20.6386,44.6338,17.4099,29.5194,38.6063,55.1924,17.3673,30.5732,41.223
12.0,2014 Harvard,64.1253,112.027,94.7095,17.3178,46.2346,21.1561,29.2706,36.358,52.0615,17.6137,32.3499,48.6154
11.0,2014 Iowa,69.1598,120.152,99.1218,21.0299,47.3698,18.8219,29.0297,35.3791,51.1599,15.7847,37.6054,45.2849
3.0,2014 Iowa St.,70.4795,116.764,95.8121,20.9515,47.6893,15.9262,28.4806,30.7218,54.1536,14.4784,28.824,36.3555
2.0,2014 Kansas,66.8907,119.974,94.5731,25.4011,47.1443,16.3448,28.87,45.436,54.1538,19.1172,37.3321,48.2456
9.0,2014 Kansas St.,63.6653,108.305,93.9099,14.3949,45.3213,19.0069,33.2183,45.3777,48.75,18.4587,34.7009,40.2717
8.0,2014 Kentucky,64.6236,116.202,95.0512,21.1505,45.9709,16.0752,29.7077,36.812,49.9548,18.1034,41.9166,51.7397
14.0,2014 Louisiana Lafayette,68.8604,109.939,104.85,5.08877,50.3772,18.4766,31.8866,43.9655,51.512,18.7357,36.2876,44.2649
4.0,2014 Louisville,67.4981,119.102,88.5345,30.5677,43.9233,24.9928,32.7053,38.3762,53.5394,15.3169,37.1492,41.2186
13.0,2014 Manhattan,68.0296,106.544,96.9886,9.55527,45.3842,21.7156,33.3062,52.8469,50.7349,19.7338,34.4398,55.4709
6.0,2014 Massachusetts,70.3142,109.841,95.6537,14.1875,46.6247,18.7436,31.6957,37.2292,50.408,18.7857,34.3803,39.2147
8.0,2014 Memphis,67.8621,111.252,96.3212,14.9304,48.3863,20.329,33.2506,33.8115,51.9053,18.5705,35.6897,39.5469
14.0,2014 Mercer,63.9334,108.78,101.313,7.46633,46.7356,18.9746,31.1612,41.0229,54.0707,17.4601,31.9013,37.3326
2.0,2014 Michigan,61.5484,122.369,99.5935,22.7757,49.4103,17.1067,30.4603,26.6831,55.7265,14.8287,29.4013,34.8638
4.0,2014 Michigan St.,64.3969,118.203,94.4143,23.7886,45.8212,17.7415,27.4524,40.2818,54.5391,17.3859,32.9308,33.7193
15.0,2014 Milwaukee,65.9973,104.63,104.266,0.3633,49.1411,18.459,31.1532,36.5435,49.0634,19.8789,28.5957,44.7383
16.0,2014 Mount St. Mary's,68.4474,107.491,111.241,-3.75021,53.507,18.8528,32.9944,34.5023,51.5341,16.6626,27.8438,36.7135
11.0,2014 Nebraska,64.698,108.82,95.6836,13.1363,47.5588,18.9334,28.9737,44.8463,48.3066,16.7341,25.7646,42.3648
7.0,2014 New Mexico,64.7417,113.782,96.2346,17.5475,44.9875,14.9465,28.2209,31.3283,51.0805,15.9193,32.491,46.6235
13.0,2014 New Mexico St.,65.3613,112.746,102.113,10.6331,44.3804,16.113,32.9803,34.0538,53.1869,18.7351,37.7005,53.9368
6.0,2014 North Carolina,69.426,111.545,93.1571,18.3881,46.9728,19.2529,31.2995,41.4058,49.8542,16.9192,38.1216,42.8571
14.0,2014 North Carolina Central,62.708,107.276,98.9836,8.29208,44.3513,23.7212,33.0578,44.7548,50.2953,17.2039,35.3282,49.6161
12.0,2014 North Carolina St.,64.734,113.205,102.658,10.5467,47.5213,17.4788,35.6693,42.6139,50.0,15.8322,34.17,36.9903
12.0,2014 North Dakota St.,63.0184,116.004,103.42,12.5832,49.8078,17.138,27.8876,40.1666,54.5339,15.5752,30.6286,41.598
6.0,2014 Ohio St.,64.0434,109.354,87.6797,21.6743,45.2483,21.9376,29.6234,29.7918,50.2933,17.1401,29.5979,42.2933
5.0,2014 Oklahoma,69.9669,117.886,99.4806,18.4058,49.6712,17.7548,30.3954,38.4927,51.7216,15.7496,32.4633,39.4491
9.0,2014 Oklahoma St.,66.9981,115.772,94.2393,21.5328,46.3209,20.0152,31.9531,41.0322,52.4214,14.7219,28.0169,49.6651
7.0,2014 Oregon,67.8101,118.258,99.4749,18.783,49.1348,18.8744,31.8644,47.8238,53.4648,16.0659,32.3049,43.8037
9.0,2014 Pittsburgh,62.7245,116.412,94.8924,21.5198,46.6613,19.2227,29.0669,36.4316,50.7459,16.2956,37.2735,44.2901
11.0,2014 Providence,63.2914,114.031,99.2945,14.7367,48.9341,16.2902,30.6809,33.763,48.2863,17.2685,35.3808,41.8851
10.0,2014 Saint Joseph's,64.4393,111.261,98.2332,13.0273,47.8383,15.2636,27.7733,30.6206,53.9407,18.6802,29.4756,43.5998
5.0,2014 Saint Louis,65.5822,105.599,89.8073,15.792,44.4018,20.9988,29.0242,35.6202,49.5859,18.5571,28.7986,40.3092
4.0,2014 San Diego St.,62.8054,109.055,89.2312,19.8236,44.3603,20.5546,29.3712,32.4355,46.6916,15.2428,36.0629,45.0907
10.0,2014 Stanford,65.271,113.435,97.4392,15.9959,47.9811,17.0467,28.0632,37.0389,51.2821,16.8816,29.2827,44.9744
12.0,2014 Stephen F. Austin,61.7091,111.44,100.651,10.7884,50.5484,23.5828,28.9256,50.7097,52.2727,16.9111,38.2194,39.8931
3.0,2014 Syracuse,59.7435,114.707,93.2029,21.5042,48.0228,21.9736,31.4545,36.6687,48.1847,14.7779,38.0546,38.174
11.0,2014 Tennessee,62.0374,115.185,93.4414,21.7438,46.541,16.925,27.4939,31.5436,49.7485,16.7931,39.6748,41.7505
7.0,2014 Texas,67.2135,110.262,95.2735,14.9889,46.5407,16.2672,30.2502,40.9715,47.4237,17.5439,39.6099,43.3683
16.0,2014 Texas Southern,65.8018,106.018,112.768,-6.75033,50.2252,15.7699,31.2345,29.7798,51.6527,19.2595,33.574,49.2997
13.0,2014 Tulsa,67.1059,105.972,96.6323,9.33939,46.4481,20.2659,29.6085,47.4863,49.1575,16.782,30.1887,47.0774
4.0,2014 UCLA,68.6469,118.14,95.8826,22.2575,49.8573,20.2807,28.6257,35.6633,54.0756,14.53,29.7735,38.2058
5.0,2014 VCU,69.3132,108.679,88.4655,20.2135,47.7796,25.5782,30.9623,39.7539,47.9053,17.159,34.9432,35.1548
2.0,2014 Villanova,65.8913,117.154,91.8909,25.2627,46.2884,19.9932,28.6521,38.6002,53.592,17.3445,32.6443,44.4678
1.0,2014 Virginia,59.6528,113.85,87.4218,26.4285,44.1867,18.374,25.8454,32.48,50.8493,16.461,33.8528,42.0382
16.0,2014 Weber St.,63.2017,106.025,106.516,-0.49027,47.8062,13.8193,28.6982,35.1006,54.0966,18.975,28.3547,49.7199
14.0,2014 Western Michigan,65.2493,106.443,102.024,4.41973,47.5877,18.5193,31.9516,34.6491,52.032,20.9268,31.0415,51.4163
1.0,2014 Wichita St.,63.5718,117.117,91.937,25.1804,44.6746,18.2448,26.183,35.6643,52.3885,16.2078,34.9656,46.8684
2.0,2014 Wisconsin,62.7652,120.678,96.8522,23.8262,47.1663,15.3273,27.3651,27.1194,53.2689,12.7175,28.1068,42.6449
15.0,2014 Wofford,60.7578,100.924,102.947,-2.02301,49.5324,19.6938,28.9588,39.4122,48.7662,16.3848,30.936,33.0043
12.0,2014 Xavier,64.4463,113.691,98.6757,15.0151,49.3517,16.9241,28.657,39.5462,51.6757,18.7009,34.0521,41.6216
6.0,2016 Arizona,68.3189,117.368,95.4851,21.8831,46.2246,16.0453,24.86486,29.33204,53.6294,18.2314,34.99112,43.80711
12.0,2016 Arkansas Little Rock,63.2633,108.951,95.6244,13.3265,45.938,21.0294,29.50963,38.34015,51.8589,15.6085,26.71546,31.43794
16.0,2016 Austin Peay,69.3154,104.005,109.104,-5.09934,53.8292,18.5827,30.0,31.32057,51.2908,20.2271,31.90955,46.99684
5.0,2016 Baylor,66.4547,118.756,98.8407,19.9152,51.2373,19.7799,28.81197,38.63892,51.5625,18.619,40.05352,38.59375
14.0,2016 Buffalo,71.9828,105.541,102.83,2.71119,49.7795,17.7027,28.71755,37.7756,49.5547,18.7915,31.82527,41.61306
9.0,2016 Butler,67.7286,117.318,101.468,15.8497,49.6807,18.5992,27.45793,35.7637,52.6155,14.4901,32.16169,39.30929
15.0,2016 Cal St. Bakersfield,67.6197,103.37,96.8714,6.49871,45.1983,21.5311,29.65328,42.06939,49.3103,18.1775,34.13729,38.04598
4.0,2016 California,68.0218,112.902,93.2625,19.6396,44.2685,14.1069,25.32819,37.45601,52.2009,17.687,32.40034,41.74003
12.0,2016 Chattanooga,66.1763,107.156,99.7384,7.41784,50.5429,20.1731,28.97778,30.89034,51.711,18.0356,32.33966,41.60782
9.0,2016 Cincinnati,64.1147,110.035,92.8755,17.1593,45.6214,20.2649,30.63725,27.00577,49.3434,16.347,36.68885,33.23232
8.0,2016 Colorado,68.9529,108.785,95.1948,13.5905,46.8134,15.4041,24.78431,35.66009,48.3945,18.799,34.76848,40.46891
9.0,2016 Connecticut,65.7403,111.651,92.899,18.752,44.5155,18.1606,29.11765,35.36645,51.5392,16.262,28.57143,29.58153
7.0,2016 Dayton,67.8498,106.934,93.5907,13.3434,46.865,18.0337,24.23263,32.83741,51.5523,18.645,28.68421,40.79521
4.0,2016 Duke,67.5008,121.786,99.7328,22.0532,49.5098,17.3855,34.58365,25.31194,53.7237,14.2795,33.17757,40.56206
16.0,2016 Fairleigh Dickinson,71.1346,104.836,114.583,-9.74686,52.4496,21.0447,35.84738,46.8699,51.1538,17.6587,28.43882,33.28205
16.0,2016 Florida Gulf Coast,66.5831,102.917,104.307,-1.39023,47.7188,15.8571,27.48971,35.33156,51.454,17.1672,31.73333,37.2644
14.0,2016 Fresno St.,68.9375,107.084,100.385,6.69862,48.8148,21.0159,29.68617,46.36163,48.4211,15.0906,29.99192,37.69424
11.0,2016 Gonzaga,67.1988,116.44,97.1644,19.2756,44.7705,15.1123,26.02339,28.11169,55.2032,17.0744,32.1366,34.39049
14.0,2016 Green Bay,76.1219,108.225,104.236,3.98885,51.4974,21.0703,32.02819,35.75105,49.7511,15.7743,30.87393,42.21719
16.0,2016 Hampton,71.2725,99.7519,106.561,-6.80879,48.5577,16.7176,27.20971,35.68376,46.742,18.7078,34.53815,41.25066
13.0,2016 Hawaii,70.5206,108.243,96.5071,11.736,44.8832,19.8325,26.41026,40.15573,51.8733,18.1288,30.37858,45.39945
16.0,2016 Holy Cross,63.6033,97.0369,108.525,-11.4879,53.15,19.5508,29.59927,33.42232,47.9244,16.7702,23.11516,36.08302
5.0,2016 Indiana,67.7325,120.855,98.0589,22.7957,49.7791,18.8967,29.23077,30.19146,58.6775,19.5569,37.23022,33.87414
13.0,2016 Iona,71.7927,110.602,102.768,7.8333,48.7958,19.1998,30.95238,36.32715,53.8289,17.5756,29.19463,32.37195
7.0,2016 Iowa,68.812,116.298,94.9421,21.3563,48.0455,18.8209,31.29468,24.98763,51.332,14.7692,31.94784,33.00444
4.0,2016 Iowa St.,71.0322,121.033,99.9576,21.0754,49.7778,16.8465,30.11152,24.88889,57.1329,15.7392,26.22951,26.07689
1.0,2016 Kansas,68.811,120.379,90.575,29.804,45.1197,18.4596,27.8936,37.30643,55.7404,17.8443,32.17535,38.56607
4.0,2016 Kentucky,66.9955,122.508,97.3082,25.1996,44.5485,17.9899,31.9242,40.7781,53.5133,16.1789,37.46959,37.83155
5.0,2016 Maryland,67.2907,116.294,95.5806,20.7136,46.4508,16.3909,29.80843,27.0024,55.2243,18.8538,29.20188,36.93931
3.0,2016 Miami FL,65.897,118.848,95.9995,22.848,48.3068,17.449,29.46429,29.08367,54.2216,16.5012,30.10949,40.73879
11.0,2016 Michigan,65.9134,115.094,100.54,14.5538,51.4403,17.9239,26.38522,27.00617,54.509,14.547,24.78109,27.75551
2.0,2016 Michigan St.,66.3201,123.022,93.3408,29.6807,43.2593,14.2353,24.31835,34.07407,56.2801,17.5822,37.06597,29.98075
15.0,2016 Middle Tennessee,67.5556,103.144,99.21,3.93408,49.4404,19.4048,25.71429,42.3615,51.6998,17.0833,28.71369,34.93724
1.0,2016 North Carolina,71.0747,121.139,93.1009,28.0379,48.0922,18.2314,29.92701,30.39832,52.5966,15.3771,40.65855,32.25303
11.0,2016 Northern Iowa,62.3968,108.298,98.2039,10.0945,48.7893,18.4953,27.41117,24.78104,53.1181,15.1767,17.73445,33.99558
6.0,2016 Notre Dame,64.933,119.69,103.709,15.9813,49.5588,14.8093,32.12913,25.96377,54.0157,15.3214,32.70386,32.85994
2.0,2016 Oklahoma,69.8681,117.285,92.4357,24.849,47.191,17.6939,30.53645,28.34918,54.3371,18.2598,31.23561,32.98876
1.0,2016 Oregon,68.0532,119.63,96.8455,22.7847,48.8941,20.1706,30.56197,32.0,52.2748,16.0899,34.0729,40.25735
7.0,2016 Oregon St.,67.1452,110.836,98.3992,12.4371,49.4819,19.4822,32.23443,39.2631,49.8041,16.5646,29.03226,36.76553
10.0,2016 Pittsburgh,65.557,115.484,99.2827,16.2013,50.0279,16.9412,27.52708,32.43998,51.0546,17.4574,36.91027,36.07355
9.0,2016 Providence,68.4903,109.321,95.7275,13.5932,49.3227,20.626,30.30794,27.96323,48.0411,16.0874,30.43149,37.31486
5.0,2016 Purdue,67.5995,117.0,92.4061,24.5939,44.3257,13.705,23.41211,28.06268,53.5749,17.6624,34.93562,35.40646
8.0,2016 Saint Joseph's,70.3117,113.435,98.7988,14.6358,48.1064,16.1294,25.82297,25.02254,51.1612,14.2759,28.26087,37.43614
6.0,2016 Seton Hall,69.4734,111.433,93.7641,17.6691,45.3873,19.4731,30.84465,33.79378,49.7749,19.4317,34.70681,40.42021
12.0,2016 South Dakota St.,68.2819,110.826,101.245,9.58182,48.0442,17.1875,25.46917,40.19274,51.3136,17.0964,32.42507,40.22989
16.0,2016 Southern,68.9507,100.906,106.217,-5.31079,47.867,19.5489,31.14894,39.8892,48.4824,16.2531,27.9896,38.10298
14.0,2016 Stephen F. Austin,67.4268,111.339,96.9336,14.405,49.5095,25.9434,30.65015,40.22237,54.8203,17.6667,33.46774,34.34113
13.0,2016 Stony Brook,66.9582,107.481,98.9433,8.53773,47.6325,18.3524,25.95281,27.6212,52.1704,17.3091,34.83043,32.1758
10.0,2016 Syracuse,64.9033,111.357,95.507,15.8501,47.2979,20.3946,35.27675,27.96053,50.024,18.1285,33.53429,35.35062
10.0,2016 Temple,65.9852,106.619,98.2712,8.34785,46.4414,16.1661,29.65404,28.72504,46.9817,13.7728,29.13386,26.62048
6.0,2016 Texas,65.1637,112.821,95.7146,17.1061,47.7211,18.4695,32.01407,38.36137,49.4155,15.4063,30.70399,39.47928
3.0,2016 Texas A&M,66.5488,114.159,92.3528,21.8057,47.402,21.1757,29.40331,32.35711,51.2455,17.3362,34.54019,38.08877
8.0,2016 Texas Tech,65.9989,113.846,99.1212,14.7244,49.5624,18.9599,32.35556,32.93217,50.0285,17.8038,31.31604,42.24629
11.0,2016 Tulsa,68.4348,111.352,99.564,11.788,48.2408,20.4032,30.46127,34.57944,50.3245,15.5839,27.91703,39.58897
15.0,2016 UNC Asheville,70.1811,103.529,99.3166,4.21193,49.3158,22.2113,29.34498,32.95019,49.6196,18.5976,31.62393,41.79348
13.0,2016 UNC Wilmington,70.1618,110.051,100.792,9.25855,47.4627,19.9256,30.08929,55.16418,51.2349,15.9043,32.0837,35.57541
8.0,2016 USC,71.1914,113.901,99.116,14.7848,47.3138,16.6647,31.5289,28.307,52.1759,16.5847,32.16,35.04913
3.0,2016 Utah,65.2107,115.673,97.5601,18.1129,48.0492,15.2983,27.80749,23.03762,55.1474,18.1903,29.94604,37.92033
10.0,2016 VCU,69.4498,110.984,94.769,16.2152,49.1662,21.4147,27.65273,36.78626,50.983,16.3273,33.18486,32.21626
11.0,2016 Vanderbilt,67.7217,114.458,94.5381,19.9195,43.0644,14.1698,29.27729,34.43187,52.8739,16.7778,27.19374,39.75519
2.0,2016 Villanova,66.5578,118.299,91.552,26.7471,46.6622,20.5528,29.37158,29.99555,56.0525,16.3235,28.23813,34.0899
1.0,2016 Virginia,60.6947,120.224,91.1288,29.0952,48.3775,18.798,25.23768,33.36939,54.7862,15.1172,29.90741,32.07739
15.0,2016 Weber St.,66.9958,103.593,100.851,2.74146,47.408,15.5968,25.64103,28.09746,54.4648,19.6421,25.86538,45.7126
3.0,2016 West Virginia,69.3697,116.39,90.4754,25.9146,48.3946,25.0351,27.12766,55.34151,49.8335,19.9799,41.95489,46.24167
11.0,2016 Wichita St.,65.8499,111.743,90.5918,21.1508,44.7066,23.2342,23.6014,45.43255,48.9097,14.7533,31.59583,37.37323
7.0,2016 Wisconsin,63.2633,111.769,95.4038,16.3651,48.0893,18.5966,27.70035,33.5845,48.5394,17.132,33.13905,37.976
2.0,2016 Xavier,71.9214,117.096,95.3858,21.71,47.7861,19.2905,25.96899,33.58209,51.3875,17.4224,35.21809,41.72347
12.0,2016 Yale,65.9753,109.51,95.6837,13.8265,46.7105,17.8302,24.26614,33.27068,52.214,19.9369,39.25703,41.69742
2.0,2017 Arizona,65.6678,117.585,94.8418,22.7427,47.7369165487977,17.3753035399164,26.0408781226344,28.6185761433286,53.662109375,16.6111119490405,33.2749562171629,40.52734375
8.0,2017 Arkansas,69.4151,116.639,101.04,15.5987,47.8452270620945,18.5088178802165,34.2143906020558,39.0639481000927,51.4081255771006,16.6074927730245,31.9521912350598,38.0886426592798
3.0,2017 Baylor,63.0844,117.289,92.281,25.0078,46.1437565582371,17.1726187113757,29.4314381270903,30.1154249737671,52.432575356954,20.6071424536509,39.7790055248619,33.8445267054469
13.0,2017 Bucknell,69.6888,109.074,100.358,8.71601,48.015873015873,19.6698421049969,27.92,33.0853174603175,55.3289138194799,18.8603835821575,26.7730496453901,37.2259051504335
4.0,2017 Butler,65.3305,117.971,97.0613,20.9097,50.8165487207403,19.5857037390889,27.024567788899,37.0168753402286,54.6101159114858,15.0258392322057,27.1523178807947,37.0916754478398
6.0,2017 Cincinnati,63.7687,114.215,91.8982,22.3165,45.1898734177215,20.1655395923468,29.421094369548,29.1139240506329,52.0075578649032,15.2936130101622,35.5284552845528,32.4988190836089
6.0,2017 Creighton,70.8829,115.639,96.0487,19.5902,49.9032414126754,19.2927348262235,29.5830055074744,29.2694726656991,57.6081672338357,17.1445941838079,24.2666666666667,27.9533300923675
7.0,2017 Dayton,68.5788,112.3,96.6262,15.6735,47.6703552708212,20.9111450594515,27.3722627737226,35.1776354105999,53.5819142689372,16.8683236812909,25.5992329817833,43.3940105695831
2.0,2017 Duke,67.9699,120.988,95.8991,25.0887,47.4312753492564,17.3016909790261,29.8154981549816,31.2302839116719,54.7552447552448,16.2953286402013,31.6815597075548,39.2540792540793
13.0,2017 East Tennessee St.,70.0234,107.974,96.4902,11.4836,48.6420423682781,21.9698438736524,27.4576271186441,38.1314502987507,55.8536585365854,20.7539555676679,30.0187617260788,42.8726287262873
4.0,2017 Florida,68.8208,115.851,89.4618,26.3891,45.7528957528958,21.0005691743047,29.5471987720645,34.0250965250965,51.5337423312883,16.9182155404212,32.0740169622205,40.1604530438886
14.0,2017 Florida Gulf Coast,65.2507,109.563,104.547,5.016,49.3273542600897,17.3986446877858,29.579982126899,35.9304932735426,53.7824406405301,17.867610851877,33.6903602726388,33.7382661512976
3.0,2017 Florida St.,70.7622,116.738,93.9951,22.7426,47.8883495145631,19.4692270933607,29.7774366845741,37.3300970873786,53.7045666356011,16.355727214058,33.7737407101569,38.3970177073625
1.0,2017 Gonzaga,70.022,120.711,87.6571,33.0538,41.1213005418925,17.0933980371564,26.1904761904762,26.9278866194248,56.6418237615081,16.2242422047586,30.0,39.0179745725559
14.0,2017 Iona,70.4839,110.197,106.195,4.00176,49.9770957398076,18.0269132821398,32.0684523809524,33.3944113605131,53.3642691415313,16.4627559474639,27.1050521251002,30.9976798143852
5.0,2017 Iowa St.,68.1638,119.541,96.4283,23.113,49.0358126721763,19.5347079242881,31.638846737481,25.6198347107438,55.032021957914,14.1238723281513,25.6658595641646,27.6303751143641
15.0,2017 Jacksonville St.,63.5728,105.363,104.78,0.583245,49.398249452954,16.5618023137812,28.5342584562012,34.3544857768053,52.6166097838453,20.7370465945664,31.1725452812202,33.3902161547213
1.0,2017 Kansas,70.2533,120.833,94.8585,25.975,48.0909090909091,18.6296773073752,29.6863603209336,30.0,56.0875512995896,17.5882667746648,34.1035856573705,35.9781121751026
11.0,2017 Kansas St.,66.1487,112.038,94.4839,17.5538,49.5575221238938,22.0671613845773,32.2934232715008,33.4200937011973,52.7084439723845,19.1136216199111,29.5434198746643,41.157727031333
14.0,2017 Kent St.,68.2714,104.421,102.687,1.73415,50.0966183574879,19.0185700188391,29.7448165869218,34.3478260869565,48.1564748201439,17.9420471875841,38.112927191679,32.5089928057554
2.0,2017 Kentucky,72.7658,119.139,91.8728,27.2664,47.4880900822867,19.2306842535516,27.6580958999305,33.5210047639671,52.9006677796327,15.6602814785356,33.4996436208125,40.9432387312187
2.0,2017 Louisville,67.9905,117.179,90.4602,26.7186,45.7739038563127,19.5862981256467,28.4907183212268,38.7744321183307,51.3422818791946,15.9592058801566,36.7658889782784,33.9405560882071
10.0,2017 Marquette,69.9346,120.943,103.371,17.5711,52.1657754010695,18.3064357194473,29.1818181818182,35.668449197861,57.5436739015352,17.3429391026343,27.0793036750484,30.9687665431445
6.0,2017 Maryland,67.0658,113.565,98.7271,14.838,47.4558114622389,18.0309347525621,32.3076923076923,32.6191751472951,52.4465691788526,18.9944198156761,30.3785780240074,38.4701912260967
8.0,2017 Miami FL,62.9821,110.386,93.4254,16.9602,47.6059438635113,18.2962759843875,28.1802120141343,28.7286736378646,50.9722222222222,19.4631303201265,33.3946642134315,34.2777777777778
7.0,2017 Michigan,62.8409,121.592,98.9742,22.618,51.8913676042677,19.5834930369235,29.9915754001685,27.2065955383123,56.9605009633911,14.2276734380989,24.6913580246914,30.0578034682081
9.0,2017 Michigan St.,66.7308,110.569,95.5936,14.9753,46.648595367176,15.8870348208266,27.2657450076805,34.6968950221784,54.0477426050856,20.4859133215923,29.1555555555556,33.4717176959004
12.0,2017 Middle Tennessee,64.2498,111.64,96.9823,14.6582,47.8799559471366,19.8036852075082,23.8177128116939,38.215859030837,54.1355256601893,15.5846392285173,30.2055406613047,29.9950174389636
5.0,2017 Minnesota,69.3901,109.574,92.9833,16.5907,45.1447245564893,17.5560648223932,30.1667875271936,29.2250233426704,48.6745213549337,16.082828613521,29.6703296703297,39.5679921453117
16.0,2017 Mount St. Mary's,66.8082,98.9775,103.211,-4.23312,49.9264345267288,21.6439688715953,34.8705501618123,32.5649828347229,50.9610520991401,19.1309987029831,23.0769230769231,32.3722812341932
12.0,2017 Nevada,69.6483,114.477,101.135,13.3415,48.3015355979525,15.9426546327065,26.279602750191,28.2456956724058,52.4975984630163,15.5009186101378,30.3697875688434,41.2584053794428
14.0,2017 New Mexico St.,67.51,110.052,102.738,7.31463,47.8932584269663,19.1122498441936,28.4201235657546,35.1685393258427,52.6973310618966,19.5277335364587,35.5287569573284,43.2708688245315
16.0,2017 New Orleans,66.1458,100.844,101.362,-0.517773,50.3095975232198,22.4332925944078,32.5581395348837,34.7368421052632,50.2234993614304,23.7237032303693,36.1344537815126,42.7841634738186
1.0,2017 North Carolina,70.6955,122.075,94.0654,28.0091,48.102630444157,18.5967729129357,24.9826989619377,31.5653298835705,51.6543402101985,16.2324773054088,41.2516823687752,34.3324250681199
16.0,2017 North Carolina Central,66.3643,102.796,101.835,0.961015,45.2706396938218,19.790405904059,31.2447786131997,28.0481137233461,51.2849162011173,17.7594095940959,31.5398886827458,34.1899441340782
15.0,2017 North Dakota,71.25,102.854,103.166,-0.311268,50.6796690307329,19.6534962566158,27.9158699808795,39.6572104018913,53.4051222351572,18.2996924764689,26.0,36.0884749708964
15.0,2017 Northern Kentucky,67.8323,106.647,105.311,1.33605,49.6690427698574,16.9572885597631,26.3427109974425,30.4989816700611,52.4185068349106,18.7695178714935,31.2178387650086,36.4879074658254
8.0,2017 Northwestern,65.1075,111.189,95.6778,15.511,46.0987654320988,17.9169929522318,30.6122448979592,36.1481481481481,49.7370936902486,15.9958235447664,30.7569721115538,30.4971319311663
5.0,2017 Notre Dame,67.0898,118.891,97.7973,21.0939,49.078449905482,18.661469283774,30.7570977917981,26.7485822306238,53.6231884057971,13.9551776880854,27.3322422258592,28.564749883123
10.0,2017 Oklahoma St.,70.289,124.834,102.73,22.1043,53.1701890989989,20.3453526419801,31.8600368324125,45.3837597330367,53.9818548387097,18.2287448299694,38.3406113537118,37.3991935483871
3.0,2017 Oregon,66.7169,117.728,93.9002,23.8276,46.417445482866,19.284930068261,29.5470884255931,26.30173564753,55.4900181488203,17.070027208936,32.3529411764706,34.437386569873
12.0,2017 Princeton,63.1679,109.396,96.8962,12.5002,48.7008660892738,20.2289060420548,24.8407643312102,31.9786808794137,53.2012195121951,15.2249134948097,24.0740740740741,24.390243902439
11.0,2017 Providence,66.3485,108.021,95.1217,12.8992,49.6467391304348,20.2888026143061,28.6093888396811,30.5434782608696,51.4484679665738,18.41186492752,26.4150943396226,38.050139275766
4.0,2017 Purdue,68.8912,116.912,92.6889,24.2236,47.6923076923077,16.598599619363,24.4186046511628,22.8904428904429,55.6506849315069,18.3755786540393,30.7967770814682,33.2681017612524
11.0,2017 Rhode Island,66.1243,110.668,95.0527,15.6156,45.0426439232409,19.3912253649057,29.6529968454259,45.0426439232409,50.7680872150644,16.4339578800617,32.85140562249,39.197224975223
6.0,2017 SMU,63.5675,120.073,94.8141,25.2591,45.954356846473,18.2991439095358,26.4423076923077,24.5850622406639,54.5971074380165,16.9087677791544,37.2426141450313,36.0020661157025
7.0,2017 Saint Mary's,59.2901,118.894,94.2568,24.6377,45.3404017857143,15.2733167232012,21.858407079646,26.5625,57.7907623817474,17.5306937231711,33.0949948927477,27.7685030606566
9.0,2017 Seton Hall,67.2845,109.8,95.8517,13.9487,49.0122797650828,17.4602312829144,25.3846153846154,36.1452215696743,49.9743194658449,19.5016016070362,35.7783211083945,37.6476630713919
7.0,2017 South Carolina,68.211,105.546,88.5163,17.0302,45.5427372836917,24.3064417960851,31.5577078288943,44.5201887781856,47.2769953051643,18.3770836196572,33.8842975206612,40.3286384976526
