Team/Year,eFGPct,TOPct,ORPct,FTRate
2025 Delaware St.,52.5431861804223,18.4933049926046,31.9805194805195,38.7715930902111
2025 Denver,55.1890587288817,16.9892641642505,30.0,49.9597747385358
2025 Detroit Mercy,50.5778382053025,16.2726999023344,31.1422413793103,36.4377974167233
2025 Drake,52.3026315789474,22.1304062560956,26.1788617886179,37.593984962406
2025 Drexel,47.2360028348689,14.1163496002206,28.8,30.049610205528
2025 Duke,44.2124542124542,18.1872720670656,26.0381593714927,25.3479853479853
2025 Duquesne,49.4650205761317,20.1593182967365,31.781914893617,39.6707818930041
2025 East Carolina,51.5825169555388,17.8149715499342,30.719794344473,32.1024868123587
2025 East Tennessee St.,49.923896499239,19.0682285051199,30.440097799511,36.4535768645358
2025 East Texas A&M,54.4420753375977,19.5712203446937,34.793491864831,36.318407960199
2025 Eastern Illinois,51.9102990033223,19.3904423234983,30.6342780026991,39.8671096345515
2025 Eastern Kentucky,52.8158844765343,17.8709511126385,33.3740831295843,31.2635379061372
2025 Eastern Michigan,54.4196771714066,18.1806783273776,31.7006802721088,39.0468870099923
2025 Eastern Washington,53.125,19.1785807533764,33.8196286472149,38.9660493827161
2025 Elon,46.643598615917,13.2207486824472,31.5904139433551,24.2214532871972
2025 Evansville,50.6704304869442,17.0777562225202,30.1026225769669,34.6506704304869
2025 FIU,52.4691358024691,21.544849033768,30.1408450704225,39.4238683127572
2025 Fairfield,54.9301242236025,17.0661065482979,31.3390313390313,31.3664596273292
2025 Fairleigh Dickinson,51.7424242424242,17.0160054764156,33.4666666666667,32.8030303030303
2025 Florida,44.0435670524166,17.8642729329646,29.1752577319588,29.4077603812117
2025 Florida A&M,51.9311502938707,16.0414766106961,33.7969401947149,38.3711167086482
2025 Florida Atlantic,50.7057163020466,17.4780768067735,31.4087759815243,33.1686661961891
2025 Florida Gulf Coast,49.8915401301518,15.0759339319366,27.8177458033573,28.6334056399132
2025 Florida St.,47.5233309404164,19.8689525701805,30.7428571428571,37.7602297200287
2025 Fordham,52.8205128205128,17.2099047849898,30.0621118012422,37.2161172161172
2025 Fresno St.,54.996934396076,18.4671958985646,33.442265795207,24.0343347639485
2025 Furman,49.3019838354151,16.5014089539633,31.7191283292978,29.5371050698016
2025 Gardner Webb,51.6632016632017,14.6893324646094,30.3550973654066,38.1843381843382
2025 George Mason,43.8400576368876,18.2010187600944,28.169014084507,29.1066282420749
2025 George Washington,47.3535638673253,19.5937184843682,32.5714285714286,27.5229357798165
2025 Georgetown,46.6250917094644,20.905976748998,29.3556085918854,27.6595744680851
2025 Georgia,46.2314939434724,19.1365295409269,31.6248636859324,28.2637954239569
2025 Georgia Southern,50.1078360891445,18.7536628247705,33.6405529953917,45.2911574406901
2025 Georgia St.,51.9007731958763,13.4131454708573,30.8546059933407,27.3840206185567
2025 Georgia Tech,48.9250814332248,16.085109985467,28.8336933045356,29.1205211726384
2025 Gonzaga,47.7030625832224,18.1142202219551,26.096256684492,29.2942743009321
2025 Grambling St.,51.453488372093,17.7710392003032,30.8016877637131,31.5614617940199
2025 Grand Canyon,46.425855513308,20.6529804600544,28.0199252801993,31.1026615969582
2025 Green Bay,55.0659264399722,14.294403892944,32.6481257557436,34.0041637751561
2025 Hampton,54.3782837127846,18.4549101425676,29.1233283803863,46.6725043782837
2025 Harvard,52.0944741532977,17.8286920738561,32.9192546583851,25.8467023172906
2025 Hawaii,48.9763779527559,13.8210973011959,25.1664447403462,34.488188976378
2025 High Point,49.3449781659389,15.559601051829,30.7511737089202,37.0451237263464
2025 Hofstra,46.2423312883436,15.466504323217,28.4883720930233,37.2699386503067
2025 Holy Cross,53.3380681818182,13.7883926514857,27.1122320302648,24.8579545454545
2025 Houston,45.1572847682119,22.5628448804414,28.5359801488834,35.0993377483444
2025 Houston Christian,53.0691530691531,17.7247663629246,32.5068870523416,29.9145299145299
2025 Howard,54.719387755102,16.4095309668008,32.8220858895706,38.0102040816327
2025 IU Indy,56.403574087863,16.0857489340062,32.8822733423545,38.421444527178
2025 Idaho,54.5945945945946,16.3455925277291,32.1989528795811,38.7644787644788
2025 Idaho St.,53.1965648854962,17.9074584957342,26.5238879736409,34.8282442748092
2025 Illinois,44.6646341463415,13.008749608785,24.8549323017408,27.1951219512195
2025 Illinois Chicago,51.7041334300218,15.8957534309875,28.3600493218249,34.4452501812908
2025 Illinois St.,54.4075144508671,16.3005605211332,24.2839352428394,30.8526011560694
2025 Incarnate Word,53.8461538461538,17.5520050980928,30.421686746988,37.5773651635721
2025 Indiana,49.7047244094488,15.8735823335023,28.8671023965142,29.1994750656168
2025 Indiana St.,54.491643454039,16.2866911629095,26.9689737470167,38.9275766016713
2025 Iona,53.3623417721519,23.8990594999512,29.9731182795699,37.5791139240506
2025 Iowa,53.9719626168224,19.5296049109533,32.3389021479714,26.1682242990654
2025 Iowa St.,47.780959198282,21.8316455602841,28.0232558139535,26.4853256979241
2025 Jackson St.,53.0,18.5179860252466,31.8874560375147,33.0344827586207
2025 Jacksonville,50.7581803671189,19.8125005108421,30.0944669365722,33.8387869114126
2025 Jacksonville St.,49.0566037735849,11.9552398700048,26.1935483870968,25.4716981132075
2025 James Madison,50.8114374034003,15.2432936164548,27.6762402088773,31.4528593508501
2025 Kansas,44.4101508916324,15.9928122192273,26.5591397849462,28.1893004115226
2025 Kansas City,52.1684737281068,17.5737500756744,30.5832147937411,36.3636363636364
2025 Kansas St.,49.3988684582744,18.4817879913975,31.7689530685921,27.2984441301273
2025 Kennesaw St.,47.848200312989,15.2492379489118,28.7671232876712,39.6713615023474
2025 Kent St.,46.9527896995708,19.8959522903185,28.5129604365621,40.5150214592275
2025 Kentucky,48.8219895287958,13.4209825253623,26.4150943396226,30.7591623036649
2025 LIU,48.5595147839272,18.6528962058993,28.4671532846715,43.8210765731615
2025 LSU,46.6644865925441,16.5785504020152,33.7837837837838,28.8423806409418
2025 La Salle,52.8040540540541,16.8855534709193,29.8578199052133,27.027027027027
2025 Lafayette,49.9306518723994,16.7229361385357,29.1954022988506,28.502080443828
2025 Lamar,47.9248238057948,17.9001254364851,34.1161928306551,33.8292873923258
2025 Le Moyne,54.3572984749455,16.0366026273709,33.2094175960347,39.5787944807553
2025 Lehigh,51.223362273086,16.1542733101116,29.6703296703297,32.0441988950276
2025 Liberty,45.7508250825082,17.9598211116632,28.3400809716599,26.6501650165016
2025 Lindenwood,50.9375,19.6646304363698,33.160621761658,35.46875
2025 Lipscomb,49.2407809110629,16.8035134619057,26.7538644470868,22.704266088214
2025 Little Rock,44.2647058823529,21.4347872551564,35.1769911504425,37.2058823529412
2025 Long Beach St.,53.5444947209653,17.3093973433979,35.5297157622739,34.4645550527903
2025 Longwood,55.1986475063398,21.3060546334153,30.0872093023256,40.8284023668639
2025 Louisiana,52.540500736377,18.551626633553,34.6153846153846,44.2562592047128
2025 Louisiana Monroe,53.4296028880866,16.8613945645863,31.6770186335404,26.2815884476534
2025 Louisiana Tech,48.1846882399369,14.1049721798916,28.6811779769526,27.9400157853197
2025 Louisville,50.1715854495539,18.9030214669951,26.2626262626263,26.8359643102265
2025 Loyola Chicago,49.4270435446906,18.6743735509893,28.5,32.620320855615
2025 Loyola MD,51.9877675840979,16.6252921151156,27.9627163781625,30.4281345565749
2025 Loyola Marymount,46.5292096219931,15.6389599480738,30.7262569832402,28.4536082474227
2025 Maine,50.0793650793651,22.3188217738273,31.9092122830441,29.8412698412698
2025 Manhattan,51.0817307692308,15.6740093648611,32.96853625171,27.0032051282051
2025 Marist,46.4904679376083,16.9919507014649,25.9615384615385,32.3223570190641
2025 Marquette,50.6914119359534,23.1728795796277,30.826140567201,30.0582241630277
2025 Marshall,50.2309468822171,18.1209003822377,30.3030303030303,39.1070053887606
2025 Maryland,47.3060344827586,20.5812739808594,27.1345029239766,27.9454022988506
2025 Maryland Eastern Shore,56.1324977618621,15.0836854471443,35.9177215189873,38.1378692927484
2025 Massachusetts,48.3516483516484,17.7971721320242,31.3835770528684,37.9120879120879
2025 McNeese,48.0230642504119,22.1770344856206,31.0606060606061,35.337726523888
2025 Memphis,49.1319444444444,20.1646782053436,34.5537757437071,32.8472222222222
2025 Mercer,52.0847343644923,17.5855344797022,30.4347826086957,34.0954942837929
2025 Mercyhurst,55.3728949478749,20.7019555385693,33.6690647482014,39.2141138732959
2025 Merrimack,46.8349660889224,22.3683362341262,37.4848851269649,30.8967596081387
2025 Miami FL,57.2230014025245,14.9077468136992,30.3108808290155,27.6297335203366
2025 Miami OH,52.3387096774194,19.5461348650945,27.7929155313352,35.5645161290323
2025 Michigan,46.4976651100734,17.3260850606122,29.5896328293736,27.6851234156104
2025 Michigan St.,45.8009880028229,16.2312959675374,25.6550218340611,32.3923782639379
2025 Middle Tennessee,48.6425339366516,16.6510223237971,29.7029702970297,30.5429864253394
2025 Milwaukee,50.5988023952096,17.6307860648979,26.1306532663317,33.0838323353293
2025 Minnesota,49.9260901699926,16.3841310730486,30.8641975308642,31.3377679231338
2025 Mississippi,48.3766233766234,21.3716839511832,30.1478953356086,38.1673881673882
2025 Mississippi St.,51.0568513119534,19.5497852372136,29.75495915986,33.9650145772595
2025 Mississippi Valley St.,59.3260188087774,14.7938197780927,39.6870554765292,39.4984326018809
2025 Missouri,48.2443306510607,21.1838660555551,31.1688311688312,32.5530358449159
2025 Missouri St.,55.0354051927616,19.606924866139,29.6896086369771,39.1030684500393
2025 Monmouth,50.946585530764,16.8501509130784,34.6801346801347,38.2014874915483
2025 Montana,53.6979969183359,15.6953106085272,30.4407713498623,30.5855161787365
2025 Montana St.,49.2407809110629,15.7265803974986,29.3251533742331,33.2610267534346
2025 Morehead St.,50.4,13.9335384082145,25.9158751696065,31.2
2025 Morgan St.,53.9440203562341,16.3255032048689,35.4700854700855,42.069550466497
2025 Mount St. Mary's,49.7752808988764,17.2391275956641,29.8892988929889,27.4157303370787
2025 Murray St.,51.7699115044248,17.5731903887244,26.6414141414141,35.1032448377581
2025 N.C. State,50.7507507507508,19.2208246815755,32.9048843187661,29.7297297297297
2025 NJIT,49.2046276211135,13.3624647731231,32.037691401649,38.9009399855387
2025 Navy,52.3021582733813,16.786391672516,26.555023923445,34.1007194244604
2025 Nebraska,49.7231833910035,17.9673672155043,27.7901785714286,26.7128027681661
2025 Nebraska Omaha,54.1945063103192,15.3271852262965,25.253807106599,37.5649591685226
2025 Nevada,51.1572226656026,19.3270499229143,25.5483870967742,37.5099760574621
2025 New Hampshire,54.2372881355932,16.0536814803652,31.074168797954,33.3087693441415
2025 New Mexico,48.4880450070323,20.3098227086757,25.5225522552255,34.8101265822785
2025 New Mexico St.,47.918473547268,14.6970578188901,29.8866855524079,38.0745880312229
2025 New Orleans,54.4465174129353,16.6048000906747,37.0249728555917,27.1144278606965
2025 Niagara,53.0024019215372,17.4843620468762,26.7955801104972,29.2233787029624
2025 Nicholls,48.3412322274881,16.5584658481642,31.73198482933,39.7314375987362
2025 Norfolk St.,50.0,18.9056663893364,35.1902173913044,34.5317725752508
2025 North Alabama,50.5502567865004,16.941730954485,29.8181818181818,28.3932501834189
2025 North Carolina,49.6499045194144,15.2721207986161,27.8427205100956,30.1718650541057
2025 North Carolina A&T,51.7964071856287,15.285688039684,32.6857142857143,31.2042581503659
2025 North Carolina Central,55.2130553037171,21.945119272799,39.6774193548387,45.6029011786038
2025 North Dakota,57.8947368421053,15.2610192623841,29.4197031039136,32.5292397660819
2025 North Dakota St.,51.2982456140351,10.3062522422622,28.4325637910085,26.5964912280702
2025 North Florida,54.3463835434638,14.4662270933028,34.1666666666667,33.178500331785
2025 North Texas,47.5655430711611,19.9380203860658,27.1513353115727,38.5767790262172
2025 Northeastern,50.3827418232429,17.3196120881402,30.635838150289,31.9415448851775
2025 Northern Arizona,52.9411764705882,13.2551888247477,22.9137199434229,35.2100840336134
2025 Northern Colorado,53.3623417721519,15.2992059905752,23.0027548209366,36.0759493670886
2025 Northern Illinois,53.5452322738386,17.3069800329977,31.7997293640054,40.1792991035045
2025 Northern Iowa,51.8355359765051,17.9219116705782,25.5240443896424,29.5888399412628
2025 Northern Kentucky,52.9569892473118,20.5940848142683,32.2537112010796,28.2642089093702
2025 Northwestern,50.989010989011,19.8952106855583,29.7029702970297,36.8498168498168
2025 Northwestern St.,49.8406374501992,17.2080165860401,31.5315315315315,31.792828685259
2025 Notre Dame,50.9875640087783,15.4271872819773,25.7107540173053,29.5537673738113
2025 Oakland,51.5098314606742,16.7620827978346,34.052757793765,28.1601123595506
2025 Ohio,52.086383601757,18.1766201718353,28.8343558282209,36.090775988287
2025 Ohio St.,46.8814968814969,16.7377073596267,28.555431131019,40.6791406791407
2025 Oklahoma,50.0724112961622,19.4381533754293,32.3636363636364,34.3229543808834
2025 Oklahoma St.,53.9640987284966,20.4126782790814,26.8542199488491,36.7240089753179
2025 Old Dominion,51.1329305135952,15.411752273965,31.8804483188045,36.178247734139
2025 Oral Roberts,55.7193923145666,14.0453994637558,34.1977309562399,39.3208221626452
2025 Oregon,49.6328437917223,17.8676586760122,29.5632698768197,28.7716955941255
2025 Oregon St.,50.1132930513595,17.3262826745078,27.0,31.4199395770393
2025 Pacific,53.4957627118644,15.8718495113528,29.5620437956204,38.0649717514124
2025 Penn,52.0935960591133,14.6835727529826,32.618025751073,25.2052545155993
2025 Penn St.,52.3630136986301,20.5708840715777,29.7169811320755,29.3150684931507
2025 Pepperdine,51.6016713091922,16.3572126587988,27.7511961722488,27.7855153203343
2025 Pittsburgh,50.9775524981897,17.951231466732,29.8669891172914,31.2092686459088
2025 Portland,55.349932705249,13.174804725076,30.1470588235294,23.7550471063257
2025 Portland St.,51.6006739679865,20.3395673532707,31.8758815232722,34.6251053074979
2025 Prairie View A&M,56.8634686346863,20.3906721618137,39.7834912043302,43.9114391143911
2025 Presbyterian,53.8583929992045,17.7299143054142,31.4713896457766,38.1066030230708
2025 Princeton,51.7009847806625,17.8584498280026,25.2679938744257,33.1244404655327
2025 Providence,47.5806451612903,13.54324366652,28.9699570815451,33.9381720430108
2025 Purdue,50.3531073446328,19.3825527297591,30.1775147928994,29.0254237288136
2025 Purdue Fort Wayne,54.0094339622642,20.0494195664876,33.1719128329298,29.3126684636119
2025 Queens,51.3204853675946,15.9221719317929,28.7933094384707,31.8344039971449
2025 Quinnipiac,48.9877078814172,17.7495844706385,27.2174969623329,29.645697758496
2025 Radford,51.8341892883346,16.8949422297039,29.4188861985472,37.6375641966251
2025 Rhode Island,48.0796089385475,15.990672107937,28.1001137656428,29.7486033519553
2025 Rice,47.3608098336949,14.930384738523,28.7640449438202,35.7917570498915
2025 Richmond,52.9944838455477,15.5265711607099,27.8364116094987,37.4310480693459
2025 Rider,53.0412744388125,15.7396270600511,30.6832298136646,27.6611151339609
2025 Robert Morris,50.4993342210386,19.6847702759969,28.8268156424581,30.5592543275632
2025 Rutgers,51.4454664914586,16.9571093249876,30.939226519337,30.4862023653088
2025 SIUE,47.3515248796148,17.6514509593362,28.3208020050125,34.6709470304976
2025 SMU,46.5529010238908,17.6114474408365,30.793991416309,31.1262798634812
2025 Sacramento St.,53.5299374441466,17.3455836517874,29.0322580645161,41.6443252904379
2025 Sacred Heart,53.2600454890068,17.5349202112602,27.8709677419355,28.0515542077331
2025 Saint Francis,52.0721412125863,16.0877147601445,30.3947368421053,30.3914044512663
2025 Saint Joseph's,46.6759002770083,16.4246429588335,26.1415525114155,26.4542936288089
2025 Saint Louis,47.3630136986301,14.425814615628,29.7566371681416,24.3835616438356
2025 Saint Mary's,45.9235209235209,17.7211856464592,25.8519388954172,25.3968253968254
2025 Saint Peter's,48.1909547738693,18.3073842507458,31.36,42.2110552763819
2025 Sam Houston St.,53.2984714400644,17.3583229399805,32.9639889196676,35.076427996782
2025 Samford,51.5942028985507,21.5843557055277,34.2042755344418,38.6231884057971
2025 San Diego,52.5586353944563,18.1618825381653,31.1840562719812,46.8372423596304
2025 San Diego St.,44.4492254733219,19.6473060316166,31.2101910828025,38.5542168674699
2025 San Francisco,48.1746599856836,19.1370810116981,28.0046674445741,34.5740873299928
2025 San Jose St.,51.3305322128852,16.7637075011405,32.7790973871734,28.921568627451
2025 Santa Clara,48.9177489177489,16.9715976097455,28.3851554663992,32.0964749536178
2025 Seattle,53.985828166519,19.0521552750655,25.7274119448698,33.9238263950399
2025 Seton Hall,54.2949756888169,21.585482330468,30.3072625698324,37.1961102106969
2025 Siena,51.1029411764706,18.220052686319,30.0907911802853,32.3529411764706
2025 South Alabama,48.1936971560338,20.6752925236068,30.7873090481786,23.8278247501922
2025 South Carolina,49.9276934201012,15.8363168191273,27.6029055690073,30.0795372378886
2025 South Carolina St.,51.4804202483286,22.4111350922786,31.3178294573643,50.9073543457498
2025 South Dakota,55.2280701754386,17.5125225177291,37.0828182941904,33.9649122807018
2025 South Dakota St.,49.886449659349,13.3520218428707,22.1260815822002,30.885692657078
2025 South Florida,49.492385786802,17.9384636722994,32.8931572629052,35.9680928208847
2025 Southeast Missouri,48.7220447284345,18.8830162638604,28.8590604026846,44.1693290734824
2025 Southeastern Louisiana,49.8427672955975,18.5949918127721,28.9731051344743,38.8364779874214
2025 Southern,50.4325259515571,20.9059233449477,29.1784702549575,42.4740484429066
2025 Southern Illinois,52.5179856115108,16.1744661517492,28.7104622871046,33.7410071942446
2025 Southern Indiana,52.2012578616352,16.6832174776564,30.7096774193548,36.8710691823899
2025 Southern Miss,50.3380662609872,16.0009275900052,29.8342541436464,33.6037863421231
2025 Southern Utah,49.8466257668712,15.1278971711854,32.5945241199478,31.2116564417178
2025 St. Bonaventure,50.4008746355685,18.8006133314841,25.8024691358025,23.5422740524781
2025 St. John's,46.5995836224844,22.1389287841104,28.4632034632035,30.0485773768217
2025 St. Thomas,53.1602708803612,18.7644655700017,32.1019108280255,36.1926260346125
2025 Stanford,50.072939460248,17.5864383773855,26.6749379652605,37.272064186725
2025 Stephen F. Austin,47.6537216828479,21.2187432231805,33.4190231362468,35.5987055016181
2025 Stetson,52.7152317880795,13.2440084786409,35.3279631760644,27.0860927152318
2025 Stonehill,50.3499222395023,17.0743720242981,29.6632124352332,34.447900466563
2025 Stony Brook,56.4432989690722,15.1745554079362,31.3394018205462,30.6332842415317
2025 Syracuse,52.3127035830619,13.7397057788414,25.8028792912514,31.3355048859935
2025 TCU,50.5965697240865,19.8119413380799,29.9354838709677,28.2624906785981
2025 Tarleton St.,53.7320143884892,23.0348985468086,34.841628959276,48.6510791366906
2025 Temple,50.7367716008037,15.8064004384257,31.4031180400891,35.5659745478902
2025 Tennessee,43.0496453900709,19.4032582829947,28.9010989010989,27.4468085106383
2025 Tennessee Martin,52.0456333595594,18.9193156426859,30.4737516005122,33.9889850511408
2025 Tennessee St.,49.7430249632893,17.7312231963262,31.2056737588652,39.4273127753304
2025 Tennessee Tech,48.494983277592,14.970154438935,34.2312008978676,21.8060200668896
2025 Texas,48.2626824183461,17.5531290360456,29.2410714285714,33.8429464906185
2025 Texas A&M,47.0633104500381,20.9543472566753,28.3671036948748,33.9435545385202
2025 Texas A&M Corpus Chris,51.5052888527258,18.9627692181944,31.2084993359894,41.8226200162734
2025 Texas Southern,49.6884735202492,19.5041594596821,35.8116480793061,36.8380062305296
2025 Texas St.,51.301684532925,16.3764675895688,31.0643564356436,41.1944869831547
2025 Texas Tech,47.98682284041,18.7146623588399,28.8757396449704,32.9428989751098
2025 The Citadel,53.6637931034483,15.3130160636541,33.3333333333333,33.7931034482759
2025 Toledo,54.810393258427,15.1013749708693,29.9748110831234,25.9129213483146
2025 Towson,49.7739261492087,17.6417091210534,29.1457286432161,30.1431801055011
2025 Troy,48.6143187066975,20.5667313470718,31.3054499366286,26.8668206312548
2025 Tulane,47.877358490566,18.4586679105721,31.4606741573034,33.6477987421384
2025 Tulsa,50.3196022727273,14.8088884705587,30.6620209059233,31.1789772727273
2025 UAB,51.4245014245014,15.4247196557203,29.0441176470588,29.985754985755
2025 UC Davis,47.7537437603993,23.1610199378327,33.989501312336,40.6821963394343
2025 UC Irvine,45.3665283540802,17.7450965497334,25.6742179072276,21.1618257261411
2025 UC Riverside,51.0677466863034,15.5181150240689,28.8029925187032,32.179675994109
2025 UC San Diego,50.304347826087,23.8371019455775,27.4261603375527,32.3478260869565
2025 UC Santa Barbara,48.4120521172638,17.0541832806863,27.6041666666667,31.9218241042345
2025 UCF,51.8787079762689,18.297663780428,33.7931034482759,30.6526038233355
2025 UCLA,49.9606608969316,24.0224169583993,29.296875,36.9000786782061
2025 UMBC,52.9202279202279,17.6199023380858,33.6658354114713,27.2792022792023
2025 UMass Lowell,50.0740740740741,14.5081566206117,31.453634085213,25.7037037037037
2025 UNC Asheville,52.8219395866455,17.4299158327258,33.8255033557047,39.7456279809221
2025 UNC Greensboro,47.8797224363917,16.902499179286,30.1955990220049,31.2259059367772
2025 UNC Wilmington,50.5647590361446,18.2758206083925,28.9156626506024,30.7228915662651
2025 UNLV,50.3586800573888,18.9431478609525,32.0231213872832,33.2137733142037
2025 USC,50.805270863836,18.1063297210606,29.8245614035088,35.8711566617862
2025 USC Upstate,56.6457898399443,15.6773643851179,30.609756097561,42.0320111343076
2025 UT Arlington,50.6563706563707,16.1732184704756,31.4505776636714,36.6023166023166
2025 UT Rio Grande Valley,52.098178939034,18.1453312872055,32.6923076923077,30.6413301662708
2025 UTEP,51.4747859181732,23.6727462029536,33.9593114241002,41.3891531874405
2025 UTSA,53.9024390243902,20.6081685059078,35.8620689655172,42.6829268292683
2025 Utah,47.5643702157272,16.0130030400626,29.3607800650054,33.2637439109255
2025 Utah St.,51.463963963964,20.7456220635792,29.6662546353523,32.8828828828829
2025 Utah Tech,53.7979966611018,18.1285734207224,35.1390922401171,38.89816360601
2025 Utah Valley,49.4094488188976,17.8349774612922,26.4781491002571,32.0472440944882
2025 VCU,45.3488372093023,21.8378113114955,29.2771084337349,37.8294573643411
2025 VMI,54.1730474732006,18.1769934987396,31.8897637795276,27.1056661562021
2025 Valparaiso,54.7218155197657,17.3317241017414,28.7001287001287,36.6764275256223
2025 Vanderbilt,52.3203592814371,21.3769161873885,29.8994974874372,35.9281437125749
2025 Vermont,49.9176276771005,16.7859787706739,26.2569832402235,27.2652388797364
